hypothesis_id,null_kind,domain,seed_tag,split_regime,perm_idx,null_value
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,source_disjoint,15,0.046651785714285854
H116,label_permutation,external_lung,seed42_main,source_disjoint,15,-0.02593750000000017
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,source_disjoint,16,0.05508928571428573
H116,label_permutation,external_lung,seed42_main,source_disjoint,16,-0.023973214285714306
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,source_disjoint,17,0.07531250000000012
H116,label_permutation,external_lung,seed42_main,source_disjoint,17,-0.01301339285714287
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,source_disjoint,18,0.0803124999999999
H116,label_permutation,external_lung,seed42_main,source_disjoint,18,-0.010870535714285867
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,source_disjoint,19,0.06848214285714294
H116,label_permutation,external_lung,seed42_main,source_disjoint,19,0.001339285714285654
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,0,0.06067972734639393
H116,label_permutation,external_lung,seed42_main,target_disjoint,0,-0.022784689451356144
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,1,0.04142237475570809
H116,label_permutation,external_lung,seed42_main,target_disjoint,1,-0.010939510939510955
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,2,0.051289384622717704
H116,label_permutation,external_lung,seed42_main,target_disjoint,2,-0.016278182944849617
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,3,0.031555364888698145
H116,label_permutation,external_lung,seed42_main,target_disjoint,3,-0.01172601172601162
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,4,0.04433004433004428
H116,label_permutation,external_lung,seed42_main,target_disjoint,4,-0.03422470089136742
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,5,0.04652271318937973
H116,label_permutation,external_lung,seed42_main,target_disjoint,5,-0.010510510510510551
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,6,0.044616044616044515
H116,label_permutation,external_lung,seed42_main,target_disjoint,6,-0.02357119023785692
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,7,0.03946803946803945
H116,label_permutation,external_lung,seed42_main,target_disjoint,7,-0.028838362171695442
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,8,0.047237713904380474
H116,label_permutation,external_lung,seed42_main,target_disjoint,8,-0.02073502073502065
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,9,0.041660708327374896
H116,label_permutation,external_lung,seed42_main,target_disjoint,9,-0.017541350874684336
