hypothesis_id,domain,seed_tag,split_regime,auc_h70,auc_model,delta_vs_h70,null_gap,n_edges
H115,immune,seed42_main,source_disjoint,0.8423668639053254,0.8360552268244575,-0.0063116370808679045,0.0020660749506902984,260
H115,immune,seed42_main,target_disjoint,0.8456015779092703,0.8393688362919132,-0.006232741617357096,-0.0013880670611440757,260
H115,lung,seed42_main,source_disjoint,0.7638913545180188,0.7360198828333038,-0.027871471684715043,-0.015468740753890712,260
H115,lung,seed42_main,target_disjoint,0.8330556267623686,0.836324019482184,0.003268392719815494,0.009352569853883632,260
H115,external_lung,seed42_main,source_disjoint,0.8239444971537001,0.8199122390891841,-0.004032258064516014,0.0027286305147059403,260
H115,external_lung,seed42_main,target_disjoint,0.8644952431289641,0.8683271670190273,0.00383192389006326,0.01207799286469332,260
