null_kind,domain,seed_tag,split_regime,transition_from,transition_to,perm_idx,null_delta_auc
interaction_partner_shuffle,external_lung,seed44,source_disjoint,0,3,11,-0.1257401821127312
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,0,-0.11244483548405115
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,1,-0.1147631417239261
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,2,-0.10215211440701644
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,3,-0.10660018993352327
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,4,-0.11165577342047928
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,5,-0.11427434221551869
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,6,-0.11401597676107478
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,7,-0.1165577342047931
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,8,-0.1268714038321882
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,9,-0.09889112340092732
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,10,-0.10664906988436407
interaction_partner_shuffle,external_lung,seed44,source_disjoint,3,7,11,-0.10796882855706391
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,0,-0.1364099770962517
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,1,-0.12431568068822973
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,2,-0.10939332998156537
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,3,-0.13009049773755654
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,4,-0.1373875761130663
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,5,-0.10866711356907455
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,6,-0.10895341042399875
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,7,-0.12641751857438133
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,8,-0.10449835204737179
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,9,-0.11835232668566009
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,10,-0.12003519356460535
interaction_partner_shuffle,external_lung,seed44,source_disjoint,7,11,11,-0.13372856265013133
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,0,-0.12214768948515098
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,1,-0.12954363031762428
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,2,-0.10962045636968254
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,3,-0.1236629154585811
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,4,-0.12416253050927983
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,5,-0.12088227103706983
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,6,-0.11740134650351375
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,7,-0.12073484364506049
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,8,-0.1136378528019395
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,9,-0.12942486936294995
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,10,-0.12185283470113206
interaction_partner_shuffle,external_lung,seed44,target_disjoint,0,3,11,-0.13344226579520713
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,0,-0.12599308729339687
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,1,-0.12202483332514291
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,2,-0.10115157173980704
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,3,-0.11911723753829018
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,4,-0.13360197880321723
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,5,-0.11407194456730074
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,6,-0.1255303290907006
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,7,-0.1257514701787148
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,8,-0.11797467525021699
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,9,-0.1220698805838124
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,10,-0.11658640064212833
interaction_partner_shuffle,external_lung,seed44,target_disjoint,3,7,11,-0.11749963143152009
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,0,-0.10817894409225681
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,1,-0.08481989286942837
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,2,-0.09065556046980194
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,3,-0.10238832375055273
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,4,-0.08906252559503314
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,5,-0.09768293282225171
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,6,-0.0924656412272511
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,7,-0.09936606221435929
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,8,-0.0948080986780675
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,9,-0.09548790276344454
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,10,-0.1053000147427392
interaction_partner_shuffle,external_lung,seed44,target_disjoint,7,11,11,-0.11217176929251216
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,0,-0.13763440860215048
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,1,-0.14658134642356235
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,2,-0.12719728845254785
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,3,-0.12090345956054227
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,4,-0.13274310425432434
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,5,-0.11749064983637214
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,6,-0.1120617110799439
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,7,-0.13242753623188408
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,8,-0.11508298270219719
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,9,-0.13408719027582983
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,10,-0.12321762505843847
interaction_partner_shuffle,immune,seed42_main,source_disjoint,0,3,11,-0.12490065451145393
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,0,-0.13242169237961676
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,1,-0.13966222533894357
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,2,-0.14552360916316054
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,3,-0.1432269752220665
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,4,-0.12587073398784498
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,5,-0.1298854604955587
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,6,-0.1223410472183265
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,7,-0.12034244974287056
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,8,-0.12001519401589544
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,9,-0.1170056100981769
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,10,-0.14069074333800857
interaction_partner_shuffle,immune,seed42_main,source_disjoint,3,7,11,-0.1411290322580646
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,0,-0.1182328190743337
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,1,-0.12982702197288432
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,2,-0.1651238896680689
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,3,-0.14654043945769035
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,4,-0.1674555867227674
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,5,-0.14543010752688135
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,6,-0.13518583450210353
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,7,-0.12931276297335192
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,8,-0.1483286582515192
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,9,-0.12280271154745181
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,10,-0.1463183730715284
interaction_partner_shuffle,immune,seed42_main,source_disjoint,7,11,11,-0.14144460028050454
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,0,-0.12747114466718745
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,1,-0.11870606612861234
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,2,-0.13963811507419943
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,3,-0.12598281697474623
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,4,-0.1264471057884231
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,5,-0.14214180334982218
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,6,-0.12850820098932558
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,7,-0.10732882061963023
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,8,-0.1222902022042871
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,9,-0.12974919725765854
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,10,-0.1339928837976223
interaction_partner_shuffle,immune,seed42_main,target_disjoint,0,3,11,-0.12746246637160463
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,0,-0.13629263212705034
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,1,-0.11208452659897594
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,2,-0.10982816974746168
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,3,-0.13771153345482956
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,4,-0.12665104573461772
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,5,-0.14060140588388448
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,6,-0.13762475049900202
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,7,-0.10588822355289429
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,8,-0.12156556452312772
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,9,-0.1371344267985768
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,10,-0.1368784170788857
interaction_partner_shuffle,immune,seed42_main,target_disjoint,3,7,11,-0.14459776099973976
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,0,-0.11743903497353125
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,1,-0.11998177557927614
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,2,-0.10882582660765427
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,3,-0.12634730538922145
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,4,-0.11407619543521652
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,5,-0.08712574850299393
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,6,-0.1235615725071596
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,7,-0.13167143972923712
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,8,-0.12845613121582922
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,9,-0.10828777228152386
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,10,-0.13992883797622147
interaction_partner_shuffle,immune,seed42_main,target_disjoint,7,11,11,-0.13320749804738352
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,0,-0.13919413919413914
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,1,-0.11990107398270666
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,2,-0.1269716677879943
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,3,-0.11532231940395188
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,4,-0.13851511300490893
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,5,-0.1243303182078691
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,6,-0.13903216964441445
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,7,-0.13282748997034688
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,8,-0.13177468789713676
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,9,-0.13303929630460232
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,10,-0.1452368493184819
interaction_partner_shuffle,immune,seed43,source_disjoint,0,3,11,-0.12018763549375777
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,0,-0.15780194861827512
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,1,-0.11350950636664936
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,2,-0.15360319952156698
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,3,-0.1541202561610725
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,4,-0.15894196506441416
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,5,-0.1387082305449654
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,6,-0.13409209837781266
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,7,-0.14743589743589758
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,8,-0.12907104233634847
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,9,-0.13492686451870117
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,10,-0.13106451371757488
interaction_partner_shuffle,immune,seed43,source_disjoint,3,7,11,-0.13737509655877
interaction_partner_shuffle,immune,seed43,source_disjoint,7,11,0,-0.13852757220104173
interaction_partner_shuffle,immune,seed43,source_disjoint,7,11,1,-0.1278936483018116
