domain,seed_tag,split_regime,layer,n_edges_eval,n_positive_eval,n_nodes_graph,auc_two_axis,auc_one_axis,auc_directed_baseline,delta_auc_two_axis_minus_baseline,delta_auc_two_axis_minus_one_axis,mean_conn_frac_two_axis,mean_conn_gain,mean_edge_margin,p_margin_upper,p_support_upper,p_label_upper,p_best_upper
external_lung,seed42_main,source_disjoint,7,704,337,169,0.794827739551581,0.7949005085746167,0.8196177200656538,-0.024789980514072774,-7.276902303565702e-05,0.7720959595959596,-0.02146464646464647,0.1091619318181818,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed42_main,source_disjoint,11,704,337,169,0.7933319318558527,0.8066163212833223,0.8257788306826542,-0.03244689882680152,-0.013284389427469567,0.76010101010101,-0.01972853535353536,0.1091619318181818,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed42_main,target_disjoint,7,1014,671,170,0.7797508613835145,0.7743979005270407,0.7987599553340604,-0.019009093950545952,0.005352960856473743,0.745233399079553,-0.020710059171597642,0.1551775147928994,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed42_main,target_disjoint,11,1014,671,170,0.7844564268117296,0.7976389619079483,0.815427128909899,-0.030970702098169434,-0.013182535096218695,0.7273723427569583,-0.03035283804514575,0.1551775147928994,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed43,source_disjoint,7,784,378,170,0.7584708212787031,0.7515833919774806,0.7915461203638543,-0.033075299085151166,0.006887429301222547,0.6944444444444443,-0.016014739229024945,0.11001275510204081,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed43,source_disjoint,11,784,378,170,0.7671827351630307,0.7680493653400057,0.8016850418328251,-0.03450230666979437,-0.0008666301769749696,0.6884920634920636,-0.012188208616780048,0.11001275510204081,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed43,target_disjoint,7,1034,686,170,0.7503728092222111,0.7469253711336751,0.7783167454173789,-0.027943936195167884,0.003447438088535981,0.764667956157318,-0.01644100580270793,0.15754352030947777,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed43,target_disjoint,11,1034,686,170,0.7530746288663248,0.7706762507958849,0.7903723065580912,-0.037297677691766395,-0.017601621929560052,0.7516655920911239,-0.02686438856651623,0.15754352030947777,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed44,source_disjoint,7,759,351,170,0.7733052622758504,0.7701559968716831,0.7971656611362493,-0.023860398860398924,0.0031492654041672674,0.7524520567998828,-0.026204069682330557,0.10606060606060606,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed44,source_disjoint,11,759,351,170,0.7804068208479973,0.7918936092955702,0.8074025194123233,-0.026995698564326043,-0.011486788447572893,0.7537695798565364,-0.025325720977894893,0.10606060606060606,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed44,target_disjoint,7,1041,684,170,0.7654737333529904,0.7747780398709191,0.7916666666666666,-0.026192933313676225,-0.009304306517928684,0.7760700181449461,-0.026363539331839048,0.15446685878962538,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
external_lung,seed44,target_disjoint,11,1041,684,170,0.7795039068258882,0.8105455632545416,0.8230564155486757,-0.043552508722787486,-0.03104165642865342,0.7708400042693992,-0.034795602518945465,0.15446685878962538,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed42_main,source_disjoint,7,953,240,170,0.8374094202898551,0.8307649602618046,0.8676396680691912,-0.03023024777933614,0.006644460028050525,0.7530605106680657,0.0,0.07639034627492132,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed42_main,source_disjoint,11,953,240,170,0.849868513323983,0.8471043712014962,0.8828103085553997,-0.032941795231416604,0.002764142122486879,0.7394193774046869,0.0,0.07639034627492132,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed42_main,target_disjoint,7,1111,276,170,0.8396511325175735,0.831124707107524,0.8708365876941769,-0.031185455176603427,0.008526425410049554,0.6858685868586859,0.0,0.07232223222322232,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed42_main,target_disjoint,11,1111,276,170,0.8455827475483814,0.8401024038878764,0.8892302351818102,-0.04364748763342885,0.005480343660504983,0.6537653765376537,0.0,0.07232223222322232,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed43,source_disjoint,7,920,234,170,0.843266427450101,0.838438488948693,0.8771429817348184,-0.033876554284717364,0.004827938501408058,0.738768115942029,0.0,0.07706521739130436,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed43,source_disjoint,11,920,234,170,0.8455340011462461,0.8435779073534176,0.88252535446413,-0.036991353317883946,0.0019560937928284616,0.7184782608695652,0.0,0.07706521739130436,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed43,target_disjoint,7,1082,274,170,0.8038863192888632,0.79483901857339,0.8573977379489774,-0.05351141866011422,0.009047300715473217,0.6645101663585952,0.0,0.07463031423290205,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed43,target_disjoint,11,1082,274,170,0.8045367492953674,0.7989358242393584,0.87071800245718,-0.06618125316181256,0.005600925056009065,0.6241528034504005,0.0,0.07463031423290205,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed44,source_disjoint,7,949,242,170,0.8579581984172444,0.8532473377207851,0.8801682116263574,-0.022210013209112978,0.004710860696459318,0.7214611872146119,0.0,0.0785036880927292,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
