domain,perm_idx,null_top1_retrieval,null_mutual_top1,null_distance_spearman,null_knn_jaccard,null_edge_transfer_auc
external_lung,0,0.0,0.0,-0.018331128200982934,0.020989974937343357,0.5003334311155001
external_lung,1,0.014285714285714285,0.014285714285714285,-0.06158681332568153,0.020572263993316624,0.49615430633270113
external_lung,2,0.007142857142857143,0.007142857142857143,0.048423832447167886,0.01861639392599145,0.49405411544490585
external_lung,3,0.007142857142857143,0.007142857142857143,-0.004725551172805325,0.019799498746867168,0.514731703347126
external_lung,4,0.0035714285714285713,0.0035714285714285713,-0.01451439925136193,0.016979949874686717,0.47798443623722076
external_lung,5,0.007142857142857143,0.007142857142857143,-0.028006518656948337,0.017568430881124378,0.5104268586355318
external_lung,6,0.0,0.0,0.034952960775389987,0.018561108653987912,0.47327570866258895
external_lung,7,0.017857142857142856,0.017857142857142856,0.030893517869078877,0.020395351122905303,0.4979538626081601
external_lung,8,0.0,0.0,-0.0981732302609298,0.017359575409111015,0.5087675985124964
external_lung,9,0.0035714285714285713,0.0035714285714285713,-0.021692125213533715,0.01405597326649958,0.47726959393677687
external_lung,10,0.0035714285714285713,0.0035714285714285713,0.04343382272555187,0.016917293233082706,0.49577168046245507
external_lung,11,0.007142857142857143,0.007142857142857143,-0.051191777262354514,0.018859649122807017,0.49417740600309623
external_lung,12,0.0035714285714285713,0.0035714285714285713,0.034778574905534196,0.019218389110029977,0.46997176464014645
external_lung,13,0.0,0.0,0.02065118940116264,0.01752665978672171,0.48107945438765587
external_lung,14,0.0035714285714285713,0.0035714285714285713,0.013983079967203901,0.02057594967811686,0.5096354911610388
external_lung,15,0.0035714285714285713,0.0035714285714285713,0.005856940655291156,0.020659491866922203,0.4958621745174815
external_lung,16,0.0035714285714285713,0.0035714285714285713,0.022375516548812223,0.02289424541746523,0.4947804972557222
external_lung,17,0.0035714285714285713,0.0035714285714285713,-0.011054992478094558,0.016729323308270677,0.5046091233798375
external_lung,18,0.007142857142857143,0.007142857142857143,-0.030053604289166924,0.021961767163005554,0.5277719574107039
external_lung,19,0.0035714285714285713,0.0035714285714285713,0.019414087463998864,0.01848739495798319,0.4952791255723445
external_lung,20,0.0,0.0,0.09058363174672336,0.022212393729421593,0.5153797379559397
external_lung,21,0.0,0.0,-0.04588215309311886,0.01869625042999656,0.48577542776661287
external_lung,22,0.0,0.0,0.019604458321229975,0.018170426065162903,0.5066139614713968
external_lung,23,0.0035714285714285713,0.0035714285714285713,0.020229205148332298,0.018206975772765244,0.5095966212313628
external_lung,24,0.010714285714285714,0.010714285714285714,-0.05539194222487696,0.017902599636345766,0.5165130393430496
external_lung,25,0.0035714285714285713,0.0035714285714285713,-0.03206003674939236,0.021808196962995723,0.5111593138728601
external_lung,26,0.0035714285714285713,0.0035714285714285713,-0.018902426443138873,0.015434419381787804,0.5058353481925787
external_lung,27,0.0,0.0,-0.017310939174578713,0.021456828345373234,0.5047099422599342
external_lung,28,0.007142857142857143,0.007142857142857143,-0.032156132285710966,0.019527986633249787,0.4924246151117783
external_lung,29,0.0035714285714285713,0.0035714285714285713,0.052114688553185115,0.01899233377561551,0.48035914600335133
external_lung,30,0.0035714285714285713,0.0035714285714285713,-0.045406546843702066,0.018736485822399136,0.5006213115321615
external_lung,31,0.0035714285714285713,0.0035714285714285713,0.05010042620156791,0.0177109440267335,0.5005429643301588
external_lung,32,0.0035714285714285713,0.0035714285714285713,0.009879139309129028,0.02007469654528478,0.49952505804677394
external_lung,33,0.0,0.0,0.011577837549959584,0.019486215538847117,0.4994327419637939
external_lung,34,0.007142857142857143,0.007142857142857143,-0.001995872048386463,0.01898496240601504,0.47525989710400807
external_lung,35,0.007142857142857143,0.007142857142857143,0.033031253228301326,0.019740527790063394,0.4864131375503563
external_lung,36,0.0,0.0,0.07361750651379435,0.020367094206103494,0.47232521741348554
external_lung,37,0.007142857142857143,0.007142857142857143,0.02169865211171138,0.019256474519632413,0.5028065303911227
external_lung,38,0.0,0.0,-0.013741937868903003,0.016269841269841268,0.4931576776917578
external_lung,39,0.007142857142857143,0.007142857142857143,-0.008353359719286874,0.018943191311612362,0.4870557060753093
external_lung,40,0.0,0.0,0.02328313592795689,0.018967762543613934,0.49878045595642195
external_lung,41,0.0035714285714285713,0.0035714285714285713,-0.005076696477783322,0.01971595655806182,0.50438987268276
external_lung,42,0.0035714285714285713,0.0035714285714285713,-0.027947733227235434,0.017355889724310774,0.49187497001245656
external_lung,43,0.0,0.0,0.001998184639912551,0.02260031205464642,0.5067390740575408
external_lung,44,0.0,0.0,-0.030623539523874487,0.014348370927318298,0.4960225129773941
external_lung,45,0.0,0.0,0.04115750013034287,0.019569757727652463,0.5011988943934378
external_lung,46,0.0035714285714285713,0.0035714285714285713,0.004672897907526864,0.021449456975772767,0.4800992033486445
external_lung,47,0.0,0.0,-0.008590628038527592,0.02452331809916949,0.5000722737754909
