domain,perm_idx,null_top1_retrieval,null_mutual_top1,null_distance_spearman,null_knn_jaccard,null_edge_transfer_auc
external_lung,48,0.0035714285714285713,0.0035714285714285713,-0.03163636940625037,0.018741707209199467,0.49000556933211137
external_lung,49,0.0,0.0,-0.04263107354465646,0.019469015676446016,0.500836918173332
external_lung,50,0.0,0.0,-0.04349537192375465,0.018289596540370535,0.5047087275746318
external_lung,51,0.0035714285714285713,0.0035714285714285713,-0.04362378237312267,0.018654479335593884,0.5023048653612443
external_lung,52,0.0035714285714285713,0.0035714285714285713,-0.041242304323347044,0.018379281537176273,0.49206992700348684
external_lung,53,0.007142857142857143,0.007142857142857143,-0.014811894721693914,0.019005847953216373,0.48774929138296175
external_lung,54,0.0,0.0,0.018071769633455265,0.017133520074696543,0.5142567613939
external_lung,55,0.0035714285714285713,0.0035714285714285713,-0.0009933716043035415,0.018191311612364244,0.5251409490457736
external_lung,56,0.0,0.0,0.037747571131225455,0.019093075826821952,0.4967130615717906
external_lung,57,0.0035714285714285713,0.0035714285714285713,-0.02527566525468661,0.019051304732419283,0.48192244598749967
external_lung,58,0.0,0.0,-0.008049226610891098,0.019469015676446016,0.47250742020884084
external_lung,59,0.0,0.0,-0.008165530641419637,0.021134638065752616,0.4912494070817368
external_lung,60,0.0,0.0,-0.03130449735778206,0.01670843776106934,0.506472450633671
external_lung,61,0.0035714285714285713,0.0035714285714285713,0.07259364340489838,0.020989974937343357,0.494390583273662
external_lung,62,0.007142857142857143,0.007142857142857143,0.04489140006722507,0.017794486215538845,0.51133362121375
external_lung,63,0.007142857142857143,0.007142857142857143,-0.018212250249349284,0.021658312447786134,0.5031448202478322
external_lung,64,0.0035714285714285713,0.0035714285714285713,-0.03359495598045446,0.02190279620620178,0.4960789958439542
external_lung,65,0.0035714285714285713,0.0035714285714285713,0.004063625874165916,0.018770885547201337,0.519269160294124
external_lung,66,0.0035714285714285713,0.0035714285714285713,-0.000408797655299465,0.018738021524399233,0.5005727241200668
external_lung,67,0.0035714285714285713,0.0035714285714285713,0.03998968152265977,0.018950562681212833,0.4843372403686084
external_lung,68,0.0035714285714285713,0.0035714285714285713,0.02469430273710888,0.021874539289399968,0.5348061999967204
external_lung,69,0.0,0.0,0.06921443870607477,0.019051304732419283,0.4899235780742015
external_lung,70,0.0035714285714285713,0.0035714285714285713,-0.005409166599263072,0.02135608629416679,0.5080758352327974
external_lung,71,0.0,0.0,-0.03567941411767918,0.01740503218831392,0.49177354378970883
external_lung,72,0.007142857142857143,0.007142857142857143,0.054199969646268505,0.023059794093075826,0.5133190243404715
external_lung,73,0.0035714285714285713,0.0035714285714285713,-0.025988107106249873,0.024923829180795123,0.4937607689443838
external_lung,74,0.007142857142857143,0.007142857142857143,0.01631529212593035,0.02009926777728635,0.5016386104728953
external_lung,75,0.007142857142857143,0.007142857142857143,-0.0147870603958339,0.020175438596491225,0.49351175845739825
external_lung,76,0.0,0.0,-0.01812594487780979,0.022263993316624892,0.5135807890231319
external_lung,77,0.0,0.0,0.01557068601756182,0.020537864268514422,0.4955949437509603
external_lung,78,0.0,0.0,-0.022423976786625388,0.016019214703425228,0.5046176261769542
external_lung,79,0.0,0.0,-0.02809780837992773,0.018494766327583668,0.5070208810476904
external_lung,80,0.0,0.0,0.03998012904172673,0.020781119465329994,0.48899312913258713
external_lung,81,0.0035714285714285713,0.0035714285714285713,-0.023964089065117555,0.01750208855472013,0.5163022914430886
external_lung,82,0.0,0.0,0.10596620224536736,0.019201189247628873,0.492785983989233
external_lung,83,0.007142857142857143,0.007142857142857143,-0.026076220766323762,0.020367094206103494,0.5147365620883356
external_lung,84,0.0,0.0,-0.03222741035085493,0.020534178583714185,0.4921081895905114
external_lung,85,0.0,0.0,-0.0502401774297542,0.01733500417710944,0.495043476623685
external_lung,86,0.0035714285714285713,0.0035714285714285713,-0.03359489560114474,0.02362892525431225,0.5087329799813789
external_lung,87,0.007142857142857143,0.007142857142857143,-0.015817070829964083,0.020304437564499483,0.5076221502723628
external_lung,88,0.0035714285714285713,0.0035714285714285713,0.004825352069801471,0.0176765443019313,0.4825874861905465
external_lung,89,0.007142857142857143,0.007142857142857143,-0.036881438448292767,0.02110177404295051,0.513113742524371
external_lung,90,0.007142857142857143,0.007142857142857143,0.05968108179111303,0.02329107081429063,0.49294996650505274
external_lung,91,0.010714285714285714,0.010714285714285714,-0.04158885326539141,0.020634920634920634,0.47626990793292745
external_lung,92,0.0035714285714285713,0.0035714285714285713,-0.004339348913008873,0.019928497714875423,0.5040649443643765
external_lung,93,0.0,0.0,-0.0007996147487728146,0.021077202810948943,0.49248777874750155
external_lung,94,0.0,0.0,-0.0579633877217088,0.017572116565924615,0.4961409447943751
external_lung,95,0.0035714285714285713,0.0035714285714285713,0.026695809193427407,0.02091011843333825,0.4992936604966727
external_lung,96,0.0,0.0,-0.003084666635069598,0.01670843776106934,0.4943626455117074
external_lung,97,0.007142857142857143,0.007142857142857143,-0.014243324608066476,0.01892599144921126,0.4877608308933343
external_lung,98,0.0035714285714285713,0.0035714285714285713,-0.006909241250241085,0.018817878028404345,0.5111410935933245
external_lung,99,0.0035714285714285713,0.0035714285714285713,-0.00010995921830827121,0.02005381099808344,0.49903068112870985
external_lung,100,0.0,0.0,0.004637388523553983,0.021018231854145166,0.49696267940142735
external_lung,101,0.007142857142857143,0.007142857142857143,0.03827924401380333,0.019030419185217945,0.4852567571425014
external_lung,102,0.010714285714285714,0.010714285714285714,-0.03234707844646204,0.0206140350877193,0.5158103438956294
external_lung,103,0.0035714285714285713,0.0035714285714285713,-0.046576229360663204,0.01512482185856799,0.49647680528047994
external_lung,104,0.0,0.0,-0.013506746191903717,0.021808196962995723,0.5093366785766561
external_lung,105,0.0,0.0,-0.07811054710320248,0.0185328517371861,0.49738538988665165
external_lung,106,0.007142857142857143,0.007142857142857143,-0.03746748770551512,0.022459334611037395,0.494901965785959
external_lung,107,0.0,0.0,0.005894435994792477,0.021268858420561206,0.5229077501173689
external_lung,108,0.0035714285714285713,0.0035714285714285713,0.058358178574873944,0.021386800334168753,0.4937959948181525
external_lung,109,0.0035714285714285713,0.0035714285714285713,0.005347575075063399,0.017079156223893065,0.5141407589475238
external_lung,110,0.0,0.0,-0.025573241114912677,0.020450636394908836,0.4930847965736157
external_lung,111,0.0,0.0,-0.023609196435922814,0.02000835421888053,0.516698886194312
external_lung,112,0.0035714285714285713,0.0035714285714285713,0.039376895925222956,0.017919799498746867,0.4910301563846592
external_lung,113,0.0,0.0,-0.00481646355487586,0.017777286353137745,0.48791813263999095
external_lung,114,0.0,0.0,0.004764681366144643,0.019472701361246254,0.5171726134622356
external_lung,115,0.0,0.0,0.017526568808815757,0.022702589807852964,0.4842977630962814
external_lung,116,0.0035714285714285713,0.0035714285714285713,0.06632541391776282,0.016562238930659983,0.5103466894055755
external_lung,117,0.0035714285714285713,0.0035714285714285713,-0.04696584424339103,0.019656985601258045,0.5400876516914189
external_lung,118,0.0,0.0,-0.06845217698957068,0.021335200746965453,0.5100618457021701
external_lung,119,0.0,0.0,-0.04384661456302037,0.01977861319966583,0.4997078681847804
external_lung,120,0.010714285714285714,0.010714285714285714,-0.007023482066981557,0.020238095238095236,0.5034582090558433
external_lung,121,0.0035714285714285713,0.0035714285714285713,0.000485712242409982,0.01929824561403509,0.5112157967394202
external_lung,122,0.0035714285714285713,0.0035714285714285713,-0.029361721194615855,0.02469040247678018,0.49288194412812014
external_lung,123,0.010714285714285714,0.010714285714285714,-0.0026097716063769546,0.021861025111799107,0.502732434587678
external_lung,124,0.0035714285714285713,0.0035714285714285713,0.0030222485051629683,0.01595655806182122,0.4935281567089802
external_lung,125,0.0035714285714285713,0.0035714285714285713,-0.0007168587665267144,0.01704629220109096,0.49068882981469364
external_lung,126,0.010714285714285714,0.010714285714285714,-0.03431475795921256,0.02407120743034056,0.5038535891217643
external_lung,127,0.0,0.0,0.011177398093810997,0.018511966189984762,0.4987166849780476
external_lung,128,0.0035714285714285713,0.0035714285714285713,0.05288339391908776,0.02565113764804167,0.5077144663553428
external_lung,129,0.0,0.0,-0.02593461457683232,0.015183792815371763,0.5005605772670432
external_lung,130,0.0,0.0,-0.03234476656877623,0.013934345668091796,0.517605041429879
external_lung,131,0.0,0.0,0.03014641286542753,0.019820384294068502,0.5121832935827568
external_lung,132,0.0035714285714285713,0.0035714285714285713,0.07192258200997591,0.017171605484298982,0.5211130525831194
external_lung,133,0.0035714285714285713,0.0035714285714285713,-0.02973409944210807,0.018654479335593888,0.5120320652626119
external_lung,134,0.010714285714285714,0.010714285714285714,-0.02227000904130508,0.018027912919553787,0.49744551680911886
external_lung,135,0.0035714285714285713,0.0035714285714285713,-0.04512896515262715,0.020993660622143594,0.4949997479527997
external_lung,136,0.007142857142857143,0.007142857142857143,0.045156764978846076,0.01808688387635756,0.49392900285876185
external_lung,137,0.0,0.0,-0.04798580564203578,0.018027912919553784,0.49879806889330625
external_lung,138,0.0,0.0,-0.027353048567146543,0.02234753550543024,0.5036780670955721
external_lung,139,0.014285714285714285,0.014285714285714285,-0.011793359904170528,0.015183792815371763,0.5073828572677962
external_lung,140,0.0,0.0,0.04127897032229745,0.021289743967762544,0.5179220742937971
external_lung,141,0.010714285714285714,0.010714285714285714,-0.035107234002569564,0.018922305764411024,0.481933378155221
external_lung,142,0.007142857142857143,0.007142857142857143,-0.012479964102482576,0.020196324143692563,0.5012274394980435
external_lung,143,0.007142857142857143,0.007142857142857143,-0.03153926166444146,0.017881714089144428,0.48252675192542804
external_lung,144,0.0035714285714285713,0.0035714285714285713,0.06148180807489104,0.01731780431470834,0.4785893495178003
external_lung,145,0.0035714285714285713,0.0035714285714285713,-0.024102212065293123,0.02033269448130129,0.5033926160495154
external_lung,146,0.0035714285714285713,0.0035714285714285713,-0.08160442787316531,0.01963610005405671,0.5145343169854912
external_lung,147,0.007142857142857143,0.007142857142857143,0.01593147325289625,0.01881265664160401,0.5025702740998119
external_lung,148,0.0,0.0,-0.06693651223538048,0.015914786967418548,0.471318243297822
external_lung,149,0.0035714285714285713,0.0035714285714285713,-0.011804038622199935,0.017171605484298982,0.4942180979607256
external_lung,150,0.0,0.0,-0.060211181259250686,0.019444444444444445,0.49222237000893404
external_lung,151,0.007142857142857143,0.007142857142857143,0.054598831933418634,0.020781119465329994,0.5071891149620684
external_lung,152,0.010714285714285714,0.010714285714285714,-0.008817191238320674,0.019444444444444445,0.4939921664944851
external_lung,153,0.0035714285714285713,0.0035714285714285713,-0.017020647133128373,0.014786967418546368,0.5090882754323217
external_lung,154,0.007142857142857143,0.007142857142857143,0.007193902725911569,0.021181630546955623,0.4965205339513652
external_lung,155,0.0035714285714285713,0.0035714285714285713,0.011438679583460941,0.020426065162907264,0.5046388831697456
external_lung,156,0.0035714285714285713,0.0035714285714285713,0.01233140469952751,0.019256474519632413,0.5034818954192396
external_lung,157,0.0035714285714285713,0.0035714285714285713,0.019024522416283787,0.019427244582043344,0.5073943967781687
external_lung,158,0.0035714285714285713,0.0035714285714285713,0.05232098620520922,0.01835839598997494,0.4897857112923827
external_lung,159,0.010714285714285714,0.010714285714285714,-0.012664501180418297,0.019093075826821952,0.4900462612897407
external_lung,160,0.007142857142857143,0.007142857142857143,-0.0199460683885955,0.01948990122364735,0.49665597136257933
external_lung,161,0.0,0.0,0.08529087704449162,0.01990392648287385,0.492321366861077
external_lung,162,0.0035714285714285713,0.0035714285714285713,-0.025202693297186336,0.01758563074352548,0.500883683557473
external_lung,163,0.0,0.0,0.03430622184569026,0.016687552213868,0.48453887812880153
external_lung,164,0.007142857142857143,0.007142857142857143,0.02802253383110907,0.016875522138680033,0.5153360092850544
external_lung,165,0.0035714285714285713,0.0035714285714285713,-0.039890443418050224,0.019924812030075185,0.5227249399793625
external_lung,166,0.0,0.0,-0.027954905136997613,0.019681556833259617,0.4900578008001132
external_lung,167,0.0,0.0,-0.03228350821276659,0.01963610005405671,0.5198959379101461
external_lung,168,0.0035714285714285713,0.0035714285714285713,-0.012420072584797052,0.018400167084377608,0.5164395508822563
external_lung,169,0.0035714285714285713,0.0035714285714285713,0.06739380855565344,0.01598112929382279,0.5249636049916279
external_lung,170,0.0,0.0,0.004282717852676328,0.0189296771340115,0.5024396954298073
external_lung,171,0.0035714285714285713,0.0035714285714285713,-0.04238518204019251,0.0216140842301833,0.4861641270633707
external_lung,172,0.010714285714285714,0.010714285714285714,0.05327938793092596,0.019862155388471178,0.49539573536137194
external_lung,173,0.0035714285714285713,0.0035714285714285713,-0.06352767197076828,0.02472848788638262,0.4911856361033624
external_lung,174,0.0,0.0,0.001964456193618049,0.018421052631578946,0.48945713891809195
external_lung,175,0.0,0.0,-0.012316226161888974,0.02112265959015185,0.504054012196655
external_lung,176,0.0,0.0,-0.022875336350755112,0.018421052631578946,0.5051891356117185
external_lung,177,0.0035714285714285713,0.0035714285714285713,-0.04673851027671336,0.02109440267335004,0.5238977186387994
external_lung,178,0.0,0.0,0.036984297117106386,0.023165757531082607,0.5071866855914637
external_lung,179,0.0035714285714285713,0.0035714285714285713,-0.017150004072393622,0.014619883040935672,0.48892207004239857
immune,0,0.0,0.0,0.03510982264527971,0.018550051599587204,0.5006849107625744
immune,1,0.0035714285714285713,0.0035714285714285713,0.008594197046811065,0.02452331809916949,0.5187158464034614
immune,2,0.0,0.0,0.08864475318386607,0.01551796157059315,0.4806247701460249
immune,3,0.0,0.0,0.04580001502086278,0.01757211656592462,0.5182442401297999
immune,4,0.007142857142857143,0.007142857142857143,0.0022951296636508248,0.016791979949874688,0.488248350459708
immune,5,0.0035714285714285713,0.0035714285714285713,-0.005218786464438586,0.01840016708437761,0.50083115197404
immune,6,0.0035714285714285713,0.0035714285714285713,0.01429265661148433,0.016377954690648188,0.49168804759329365
immune,7,0.0035714285714285713,0.0035714285714285713,0.03747504241891409,0.020426065162907264,0.4951744726879394
immune,8,0.0035714285714285713,0.0035714285714285713,0.021150793550374438,0.0160437859354268,0.4962414277988102
immune,9,0.0,0.0,0.010967101972252036,0.01877610693400167,0.5178591671173607
immune,10,0.0,0.0,-0.04099638488763386,0.019301931298835322,0.5016852352623039
immune,11,0.0,0.0,0.04725655388041068,0.02139048601896899,0.4962691184424013
immune,12,0.010714285714285714,0.010714285714285714,0.02228413035411453,0.02022826674529461,0.4966602487831261
immune,13,0.0035714285714285713,0.0035714285714285713,0.03692314710731012,0.015183792815371763,0.4915980530016225
immune,14,0.0035714285714285713,0.0035714285714285713,-0.0038088295113770745,0.020095582092486117,0.5162046511627907
immune,15,0.007142857142857143,0.007142857142857143,-0.06664754249771468,0.017543859649122806,0.4882258518117901
immune,16,0.0,0.0,0.016505568774314857,0.019736842105263157,0.46058107084910765
immune,17,0.0,0.0,-0.02226936867269482,0.018766278441201042,0.5403569497025419
immune,18,0.007142857142857143,0.007142857142857143,-0.02587968078179988,0.019945697577276524,0.5051015684153596
immune,19,0.007142857142857143,0.007142857142857143,0.00831908943832941,0.024050321883139218,0.5132382909680908
immune,20,0.007142857142857143,0.007142857142857143,-0.04077167105001365,0.013913460120890462,0.5190585181179016
immune,21,0.007142857142857143,0.007142857142857143,0.03530800584630249,0.017756400805936406,0.48908945375878854
immune,22,0.0035714285714285713,0.0035714285714285713,0.04997140102812076,0.02337829868789621,0.48929540292049756
immune,23,0.007142857142857143,0.007142857142857143,0.028724042092271623,0.022601847756646518,0.46049021092482423
immune,24,0.0,0.0,0.02199568743389964,0.023608039707110912,0.5026968090859925
immune,25,0.0,0.0,0.014107117358026238,0.019856012580470785,0.4904402379664683
immune,26,0.010714285714285714,0.010714285714285714,0.05377624449866547,0.021289743967762544,0.5079113034072471
immune,27,0.0035714285714285713,0.0035714285714285713,-0.011839851525561329,0.015977443609022552,0.4937016765819362
immune,28,0.0,0.0,0.023704410446461134,0.021783625730994148,0.48582455381287176
immune,29,0.0035714285714285713,0.0035714285714285713,-0.049949346254703396,0.02567079463364293,0.4759987020010817
immune,30,0.0035714285714285713,0.0035714285714285713,0.0574408831280074,0.018132340655560467,0.4725607355327204
immune,31,0.0035714285714285713,0.0035714285714285713,-0.05079582387526757,0.019945697577276524,0.49217090319091394
immune,32,0.0,0.0,-0.04749583669300669,0.014014202172096908,0.509285451595457
immune,33,0.0035714285714285713,0.0035714285714285713,0.0005974835012695521,0.01676126590987272,0.4849098972417523
immune,34,0.0035714285714285713,0.0035714285714285713,-0.004561296683878567,0.01913484692122463,0.4975550027041644
immune,35,0.0035714285714285713,0.0035714285714285713,-0.00949992746412069,0.019928497714875426,0.4755746890210925
immune,36,0.0,0.0,-0.00018124083330973428,0.017505774239520367,0.49560540832882644
immune,37,0.0035714285714285713,0.0035714285714285713,-0.01806264223576114,0.015204678362573098,0.49060551649540296
immune,38,0.0,0.0,-0.012991574991277857,0.02112265959015185,0.5021672255273121
immune,39,0.007142857142857143,0.007142857142857143,-0.04987234268215026,0.017042606516290727,0.49922163331530567
immune,40,0.0,0.0,0.03430930949769487,0.019093075826821956,0.49060724716062737
immune,41,0.0035714285714285713,0.0035714285714285713,-0.0031082214476504592,0.020446950710108602,0.5065371552190373
immune,42,0.007142857142857143,0.007142857142857143,-0.004307610694792087,0.019277360066833754,0.48118377501352083
immune,43,0.0,0.0,-0.04443742749610052,0.01573050272740675,0.48210881557598706
immune,44,0.007142857142857143,0.007142857142857143,0.00709235752209228,0.021477713892574572,0.5063225527312061
immune,45,0.0,0.0,0.0010314708062654,0.01932281684603666,0.5098686857760952
immune,46,0.007142857142857143,0.007142857142857143,-0.009875608083028287,0.0193609022556391,0.5076992969172526
immune,47,0.014285714285714285,0.014285714285714285,-0.032333637555589614,0.018796992481203006,0.5186769064359112
immune,48,0.0,0.0,0.038595346392850796,0.018796992481203006,0.5143632233639805
immune,49,0.0,0.0,0.02780208839128754,0.018654479335593888,0.509898972417523
immune,50,0.0,0.0,0.023871423624063345,0.018817878028404345,0.49323612763656033
immune,51,0.0035714285714285713,0.0035714285714285713,0.030177553479411076,0.016398840237849526,0.5093148729042726
immune,52,0.0,0.0,0.005187828413746717,0.018515651874785002,0.48642682531097897
immune,53,0.0035714285714285713,0.0035714285714285713,0.050540626396980134,0.018905105902009927,0.5156975662520281
immune,54,0.0035714285714285713,0.0035714285714285713,-0.0129787709058537,0.021088259865349648,0.5115249323958897
immune,55,0.0035714285714285713,0.0035714285714285713,-0.0039665466000924285,0.019406359034842006,0.49942152514872906
immune,56,0.0035714285714285713,0.0035714285714285713,-0.005686281008613039,0.017105263157894735,0.4939491617090319
immune,57,0.0035714285714285713,0.0035714285714285713,-0.0026261112437916644,0.01506216521696398,0.4994258518117901
immune,58,0.017857142857142856,0.017857142857142856,-0.0006364599485242983,0.01908939014202172,0.5342269334775555
immune,59,0.007142857142857143,0.007142857142857143,-0.007732919423189446,0.023895830261929336,0.4841527312060573
immune,60,0.0,0.0,-0.0036637217801193315,0.019677871148459383,0.5161951325040564
immune,61,0.0035714285714285713,0.0035714285714285713,-0.02499999402697458,0.016833751044277357,0.5013503515413738
immune,62,0.0035714285714285713,0.0035714285714285713,-0.01635922343614383,0.019360902255639096,0.4755383450513791
immune,63,0.0035714285714285713,0.0035714285714285713,-0.026372492144342553,0.01779817190033908,0.5073791238507301
immune,64,0.0035714285714285713,0.0035714285714285713,0.010059143405556656,0.02021843825249398,0.510857760951866
immune,65,0.010714285714285714,0.010714285714285714,-0.02963888244017484,0.019005847953216377,0.4983511087074094
immune,66,0.0035714285714285713,0.0035714285714285713,0.010331807772750055,0.02104741019214703,0.5121652785289346
immune,67,0.007142857142857143,0.007142857142857143,-0.01762481666486951,0.018817878028404345,0.4908988642509465
immune,68,0.014285714285714285,0.014285714285714285,-0.040548507591590295,0.017304290137107475,0.5021429962141699
immune,69,0.0035714285714285713,0.0035714285714285713,0.012322607828819067,0.01997764017887857,0.5003984856679287
immune,70,0.0,0.0,-0.05767100165865802,0.015977443609022552,0.49942498647917793
immune,71,0.0,0.0,-0.0023153572565686033,0.014411027568922307,0.5178799351000541
immune,72,0.0,0.0,-0.03591805843345522,0.017042606516290727,0.5119281773931855
immune,73,0.0035714285714285713,0.0035714285714285713,0.03442378793625971,0.01654135338345865,0.48689843158464036
immune,74,0.007142857142857143,0.007142857142857143,-0.011132759196271495,0.01892599144921126,0.46579556517036236
immune,75,0.0035714285714285713,0.0035714285714285713,0.01832837989215236,0.022831588775861222,0.5045849648458627
immune,76,0.0035714285714285713,0.0035714285714285713,0.08655372831573659,0.019305616983635556,0.4970583017847485
immune,77,0.0,0.0,0.01373126092011126,0.021916310383802644,0.5187002704164414
immune,78,0.010714285714285714,0.010714285714285714,-0.028936593407875067,0.021582141628581256,0.49031216873985933
immune,79,0.0035714285714285713,0.0035714285714285713,0.017636627689929057,0.022738218094255247,0.4741044889129259
immune,80,0.007142857142857143,0.007142857142857143,0.047483440072263926,0.014995822890559734,0.4907785830178475
immune,81,0.0,0.0,-0.06651695845904354,0.021929824561403508,0.47869507842076797
immune,82,0.014285714285714285,0.014285714285714285,-0.04450574661591982,0.01652046783625731,0.4816043266630612
immune,83,0.0035714285714285713,0.0035714285714285713,-0.003951283551354617,0.019469015676446016,0.5017657111952407
immune,84,0.010714285714285714,0.010714285714285714,-0.028854001728226827,0.015225563909774437,0.5004019469983776
immune,85,0.0035714285714285713,0.0035714285714285713,0.027223603892730354,0.020771290972529364,0.5261559762033532
immune,86,0.0035714285714285713,0.0035714285714285713,-0.02811926338334272,0.012489557226399332,0.4963876690102758
immune,87,0.007142857142857143,0.007142857142857143,0.048451653458106106,0.020036611135682343,0.4937856138453218
immune,88,0.0,0.0,-0.06139713900083638,0.02032532311170082,0.49433596538669555
immune,89,0.0,0.0,-0.014198908924515611,0.021996166887807752,0.5055169280692267
immune,90,0.0,0.0,0.0016203335951882533,0.017714629711533737,0.5255926446727961
immune,91,0.0,0.0,-0.010260750784734696,0.020541549953314656,0.48776982152514875
immune,92,0.0,0.0,-0.047216922020334944,0.018825249398004815,0.509044889129259
immune,93,0.007142857142857143,0.007142857142857143,-0.029513270819432818,0.013909774436090226,0.5124690102758248
immune,94,0.0035714285714285713,0.0035714285714285713,-0.009656894461813595,0.028394515701017246,0.5173953488372093
immune,95,0.0,0.0,-0.027763881201361352,0.018529166052385866,0.5217938345051379
immune,96,0.0,0.0,-0.022015923463890568,0.021244287188559634,0.48861005949161707
immune,97,0.0035714285714285713,0.0035714285714285713,-0.10125047945992524,0.022174308319819154,0.5127147647376961
immune,98,0.0,0.0,0.0011069770283954534,0.02140768588137009,0.4560259599783667
immune,99,0.0035714285714285713,0.0035714285714285713,0.07017413410834139,0.019385473487640668,0.49431087074094104
immune,100,0.0,0.0,-0.023205504599697307,0.022326649958228906,0.4852594916170903
immune,101,0.0035714285714285713,0.0035714285714285713,-0.02625161219507707,0.021846282372598162,0.5104043266630611
immune,102,0.0,0.0,-0.03226382456275283,0.021610398545383065,0.5033778258518118
