domain,split_regime,layer,diffusion_t,source,target,source_idx,target_idx,label,diffusion_score,geodesic_score,euclidean_score,prior_support_count,dorothea_support,go_shared,source_is_tf,trrust_support_bookkeeping,source_degree,target_degree,mean_degree
external_lung,target_disjoint,3,1,CDC5L,PAX5,7718,7154,0,-0.2680092781948657,-11.951416162861383,-11.951416162861383,2,0,1,1,0,8.0,8.0,8.0
external_lung,target_disjoint,3,1,CDC5L,PROX1,7718,5633,0,-0.2225086607202354,-9.621889185445564,-9.621889185445564,2,0,1,1,0,8.0,7.0,7.5
external_lung,target_disjoint,3,1,CDC5L,TXNIP,7718,7594,0,-0.2501678431108353,-8.701624514545756,-8.701624514545756,2,0,1,1,0,8.0,18.0,13.0
external_lung,target_disjoint,3,1,CDX1,ASNS,3352,5697,0,-1.4142135623730951,-0.0,-0.0,2,0,1,1,0,7.0,18.0,12.5
external_lung,target_disjoint,3,1,CDX1,CYBB,3352,7257,0,-1.0200943040713875,-19.96699631078964,-19.96699631078964,2,0,1,1,0,7.0,19.0,13.0
external_lung,target_disjoint,3,1,CDX1,CYP7A1,3352,6942,0,-1.4142135623730951,-0.0,-0.0,1,0,0,1,0,7.0,19.0,13.0
external_lung,target_disjoint,3,1,CDX1,PPARG,3352,4870,1,-1.4142135623730951,-0.0,-0.0,3,1,1,1,1,7.0,18.0,12.5
external_lung,target_disjoint,3,1,CDX1,PTGS2,3352,7549,1,-1.0145054005229015,-20.038900413911165,-20.038900413911165,2,0,1,1,1,7.0,43.0,25.0
external_lung,target_disjoint,3,1,CDX1,TBP,3352,6680,1,-1.012965554716049,-20.30597303495659,-20.30597303495659,2,0,1,1,1,7.0,16.0,11.5
external_lung,target_disjoint,3,1,CDX1,TFAP2A,3352,6962,0,-1.0216051831769148,-20.043993329843648,-20.043993329843648,2,0,1,1,0,7.0,10.0,8.5
external_lung,target_disjoint,3,1,CDX2,ABCB1,2415,5859,1,-1.0167663701231044,-19.795696335052806,-19.795696335052806,3,1,1,1,1,9.0,31.0,20.0
external_lung,target_disjoint,3,1,CDX2,APC,2415,4170,1,-1.011648582293657,-20.327566135713926,-20.327566135713926,2,0,1,1,1,9.0,10.0,9.5
external_lung,target_disjoint,3,1,CDX2,BRCA2,2415,4241,0,-1.0187528034359234,-20.109366657062544,-20.109366657062544,2,0,1,1,0,9.0,18.0,13.5
external_lung,target_disjoint,3,1,CDX2,CFTR,2415,5344,1,-1.0181798847471515,-19.64142578974101,-19.64142578974101,3,1,1,1,1,9.0,19.0,14.0
external_lung,target_disjoint,3,1,CDX2,IGFBP3,2415,7031,1,-1.0152679017859847,-19.54165341454287,-19.54165341454287,2,0,1,1,1,9.0,16.0,12.5
external_lung,target_disjoint,3,1,CDX2,PTGS2,2415,7549,1,-1.0145054005229015,-20.038900413911165,-20.038900413911165,2,0,1,1,1,9.0,43.0,26.0
external_lung,target_disjoint,3,1,CDX2,REST,2415,7681,0,-1.0122917629318464,-20.07777320312757,-20.07777320312757,2,0,1,1,0,9.0,7.0,8.0
external_lung,target_disjoint,3,1,CDX2,SP1,2415,5671,1,-1.014693156770349,-20.291202322861242,-20.291202322861242,2,0,1,1,1,9.0,14.0,11.5
external_lung,target_disjoint,3,1,CDX2,WDR5,2415,4606,0,-1.0104817048151833,-20.200510065054644,-20.200510065054644,2,0,1,1,0,9.0,6.0,7.5
external_lung,target_disjoint,3,1,CEBPA,ABCA1,5679,6497,0,-1.0073438692072183,-19.631064676447103,-19.631064676447103,2,0,1,1,0,12.0,20.0,16.0
external_lung,target_disjoint,3,1,CEBPA,BCL2,5679,4340,1,-1.0141224130909638,-20.030967650977036,-20.030967650977036,3,1,1,1,1,12.0,42.0,27.0
external_lung,target_disjoint,3,1,CEBPA,CCL2,5679,8169,1,-1.0164818305974865,-20.185362936839805,-20.185362936839805,2,0,1,1,1,12.0,24.0,18.0
external_lung,target_disjoint,3,1,CEBPA,CSF1,5679,5136,1,-1.0154469191411764,-19.85372168930625,-19.85372168930625,3,1,1,1,1,12.0,17.0,14.5
external_lung,target_disjoint,3,1,CEBPA,FOXO3,5679,4577,0,-1.0090390985915407,-20.21329926725009,-20.21329926725009,3,1,1,1,0,12.0,9.0,10.5
external_lung,target_disjoint,3,1,CEBPA,FUT4,5679,7898,0,-1.011769813878138,-19.992670990215544,-19.992670990215544,1,0,0,1,0,12.0,8.0,10.0
external_lung,target_disjoint,3,1,CEBPA,ICAM1,5679,4440,1,-1.0212376584006748,-20.24877663314355,-20.24877663314355,3,1,1,1,1,12.0,28.0,20.0
external_lung,target_disjoint,3,1,CEBPA,IFI16,5679,7961,0,-1.0157795060826782,-20.2305777975179,-20.2305777975179,2,0,1,1,0,12.0,10.0,11.0
external_lung,target_disjoint,3,1,CEBPA,IL5,5679,5547,1,-1.4142135623730951,-0.0,-0.0,3,1,1,1,1,12.0,23.0,17.5
external_lung,target_disjoint,3,1,CEBPA,MAFA,5679,7563,0,-1.4142135623730951,-0.0,-0.0,2,0,1,1,0,12.0,7.0,9.5
external_lung,target_disjoint,3,1,CEBPA,MYC,5679,4533,1,-1.0097368781931373,-19.856320484964595,-19.856320484964595,3,1,1,1,1,12.0,59.0,35.5
external_lung,target_disjoint,3,1,CEBPA,STAR,5679,5620,1,-1.4142135623730951,-0.0,-0.0,3,1,1,1,1,12.0,21.0,16.5
external_lung,target_disjoint,3,1,CEBPB,ABCB1,4436,5859,1,-0.2645425845268404,-10.718840976947117,-10.718840976947117,3,1,1,1,1,17.0,31.0,24.0
external_lung,target_disjoint,3,1,CEBPB,ASNS,4436,5697,1,-1.0179238319318527,-20.13009417380667,-20.13009417380667,3,1,1,1,1,17.0,18.0,17.5
external_lung,target_disjoint,3,1,CEBPB,BCL2L1,4436,5387,1,-0.22940416810657605,-9.27792681072458,-9.27792681072458,3,1,1,1,1,17.0,23.0,20.0
external_lung,target_disjoint,3,1,CEBPB,CRABP2,4436,5119,0,-0.27039695259083485,-11.1004567125594,-11.1004567125594,2,0,1,1,0,17.0,4.0,10.5
external_lung,target_disjoint,3,1,CEBPB,CXCL8,4436,6234,1,-0.21291067272519393,-7.693862228055849,-7.693862228055849,3,1,1,1,1,17.0,28.0,22.5
external_lung,target_disjoint,3,1,CEBPB,FASLG,4436,8087,1,-0.28053064336641015,-12.294395167503723,-12.294395167503723,3,1,1,1,1,17.0,16.0,16.5
external_lung,target_disjoint,3,1,CEBPB,HOXA10,4436,4120,0,-1.0179238319318527,-20.13009417380667,-20.13009417380667,2,0,1,1,0,17.0,12.0,14.5
external_lung,target_disjoint,3,1,CEBPB,IL2RA,4436,5630,0,-0.27273777068448446,-11.23138625390172,-11.23138625390172,2,0,1,1,0,17.0,20.0,18.5
external_lung,target_disjoint,3,1,CEBPB,IL4,4436,5227,1,-1.0179238319318527,-20.13009417380667,-20.13009417380667,3,1,1,1,1,17.0,16.0,16.5
external_lung,target_disjoint,3,1,CEBPB,IL5,4436,5547,1,-1.0179238319318527,-20.13009417380667,-20.13009417380667,3,1,1,1,1,17.0,23.0,20.0
external_lung,target_disjoint,3,1,CEBPB,IRF4,4436,7333,1,-0.268695177760331,-10.474340293996534,-10.474340293996534,2,0,1,1,1,17.0,12.0,14.5
external_lung,target_disjoint,3,1,CEBPB,MMP1,4436,4296,1,-0.26734600980883166,-10.65321738692312,-10.65321738692312,1,0,0,1,1,17.0,19.0,18.0
external_lung,target_disjoint,3,1,CEBPB,PTGS2,4436,7549,1,-0.2103760396427001,-7.205526858042616,-7.205526858042616,3,1,1,1,1,17.0,43.0,30.0
external_lung,target_disjoint,3,1,CEBPB,SP1,4436,5671,0,-0.2564588271270895,-10.089245194733365,-10.089245194733365,2,0,1,1,0,17.0,14.0,15.5
external_lung,target_disjoint,3,1,CEBPB,STAR,4436,5620,1,-1.0179238319318527,-20.13009417380667,-20.13009417380667,3,1,1,1,1,17.0,21.0,19.0
external_lung,target_disjoint,3,1,CEBPB,TCF7,4436,7683,0,-0.24898011071904316,-9.081429155158304,-9.081429155158304,2,0,1,1,0,17.0,7.0,12.0
external_lung,target_disjoint,3,1,CEBPB,XBP1,4436,6721,1,-0.19650952626727078,-7.141911041762879,-7.141911041762879,3,1,1,1,1,17.0,6.0,11.5
external_lung,target_disjoint,3,1,CEBPD,ATM,7311,7736,0,-0.2404290579526493,-8.445558522901507,-8.445558522901507,2,0,1,1,0,5.0,17.0,11.0
external_lung,target_disjoint,3,1,CEBPD,GLI2,7311,6984,0,-0.26576627564387056,-12.658242962993139,-12.658242962993139,2,0,1,1,0,5.0,10.0,7.5
external_lung,target_disjoint,3,1,CEBPD,PPARG,7311,4870,1,-1.0147837296671522,-20.254665558153647,-20.254665558153647,2,0,1,1,1,5.0,18.0,11.5
external_lung,target_disjoint,3,1,CEBPD,PTGS2,7311,7549,1,-0.21814486415422618,-7.303993439799607,-7.303993439799607,3,1,1,1,1,5.0,43.0,24.0
external_lung,target_disjoint,3,1,CEBPD,TRIB3,7311,4603,0,-0.248263263230609,-10.669766918879152,-10.669766918879152,2,0,1,1,0,5.0,11.0,8.0
external_lung,target_disjoint,3,1,CEBPE,CEBPB,7268,4436,0,-1.0179238319318524,-20.13009417380667,-20.13009417380667,2,0,1,1,0,7.0,6.0,6.5
external_lung,target_disjoint,3,1,CEBPE,IBSP,7268,5381,0,-1.4142135623730951,-0.0,-0.0,2,0,1,1,0,7.0,13.0,10.0
external_lung,target_disjoint,3,1,CEBPE,IL5,7268,5547,0,-1.4142135623730951,-0.0,-0.0,2,0,1,1,0,7.0,23.0,15.0
external_lung,target_disjoint,3,1,CEBPE,MMP14,7268,4425,0,-1.019414406572897,-20.095447240031692,-20.095447240031692,2,0,1,1,0,7.0,21.0,14.0
external_lung,target_disjoint,3,1,CEBPE,MMP2,7268,5854,1,-1.016509924811881,-20.033919692381627,-20.033919692381627,3,1,1,1,1,7.0,29.0,18.0
external_lung,target_disjoint,3,1,CEBPE,MYC,7268,4533,1,-1.0097368781931373,-19.856320484964595,-19.856320484964595,3,1,1,1,1,7.0,59.0,33.0
external_lung,target_disjoint,3,1,CEBPE,NR2F1,7268,6530,0,-1.0196296642408107,-19.840729735225608,-19.840729735225608,2,0,1,1,0,7.0,12.0,9.5
external_lung,target_disjoint,3,1,CHD4,NR2F1,4154,6530,0,-0.24518151224577053,-9.268604481458219,-9.268604481458219,1,0,1,0,0,3.0,12.0,7.5
external_lung,target_disjoint,3,1,CHD4,PGR,4154,6991,0,-1.0109557543714522,-20.379885022976058,-20.379885022976058,1,0,1,0,0,3.0,11.0,7.0
external_lung,target_disjoint,3,1,CHD4,TRIM28,4154,8196,0,-0.20459329498225481,-5.6129759712530545,-5.6129759712530545,1,0,1,0,0,3.0,11.0,7.0
external_lung,target_disjoint,3,1,CIITA,ARNT,2975,4717,0,-0.24179443384446006,-9.875068009038726,-9.875068009038726,1,0,1,0,0,12.0,12.0,12.0
external_lung,target_disjoint,3,1,CIITA,COL1A2,2975,4984,1,-0.2714313493360865,-10.61502662320388,-10.61502662320388,1,0,1,0,1,12.0,16.0,14.0
external_lung,target_disjoint,3,1,CIITA,CREBBP,2975,7008,1,-0.26390044254818845,-10.952045907384047,-10.952045907384047,1,0,1,0,1,12.0,13.0,12.5
external_lung,target_disjoint,3,1,CIITA,FASLG,2975,8087,1,-0.272467100465004,-9.674942205445404,-9.674942205445404,1,0,1,0,1,12.0,16.0,14.0
external_lung,target_disjoint,3,1,CIITA,IGFBP3,2975,7031,0,-0.24432246278500386,-10.391452197645947,-10.391452197645947,1,0,1,0,0,12.0,16.0,14.0
external_lung,target_disjoint,3,1,CIITA,IL4,2975,5227,1,-1.0173301069353156,-19.83962901828022,-19.83962901828022,1,0,1,0,1,12.0,16.0,14.0
external_lung,target_disjoint,3,1,CIITA,IL5,2975,5547,0,-1.0173301069353156,-19.83962901828022,-19.83962901828022,1,0,1,0,0,12.0,23.0,17.5
external_lung,target_disjoint,3,1,CIITA,PAX3,2975,6951,0,-1.0173301069353156,-19.83962901828022,-19.83962901828022,1,0,1,0,0,12.0,14.0,13.0
external_lung,target_disjoint,3,1,CIITA,POU2F2,2975,7597,0,-0.1869815703570113,-6.598171954278064,-6.598171954278064,1,0,1,0,0,12.0,6.0,9.0
external_lung,target_disjoint,3,1,CIITA,PTTG1,2975,7184,0,-0.2546606283706444,-9.230594633316535,-9.230594633316535,1,0,1,0,0,12.0,8.0,10.0
external_lung,target_disjoint,3,1,CIITA,STAR,2975,5620,0,-1.0173301069353156,-19.83962901828022,-19.83962901828022,1,0,1,0,0,12.0,21.0,16.5
external_lung,target_disjoint,3,1,CIITA,ZNF217,2975,5158,0,-0.19594366650866246,-7.77456060114363,-7.77456060114363,1,0,1,0,0,12.0,6.0,9.0
external_lung,target_disjoint,3,1,CLOCK,ATM,1292,7736,0,-0.15217794603742282,-4.552492939808935,-4.552492939808935,2,0,1,1,0,8.0,17.0,12.5
external_lung,target_disjoint,3,1,CLOCK,BHLHE41,1292,6216,1,-1.0138903664426022,-20.465054908487403,-20.465054908487403,3,1,1,1,1,8.0,8.0,8.0
external_lung,target_disjoint,3,1,CLOCK,HAX1,1292,7562,0,-0.2563968667215139,-8.199231193202861,-8.199231193202861,2,0,1,1,0,8.0,4.0,6.0
external_lung,target_disjoint,3,1,CLOCK,KAT5,1292,5162,1,-0.2401391908427653,-6.89011105596143,-6.89011105596143,2,0,1,1,1,8.0,8.0,8.0
external_lung,target_disjoint,3,1,CLOCK,PER1,1292,4249,1,-0.24024244525622326,-8.312268779031498,-8.312268779031498,3,1,1,1,1,8.0,9.0,8.5
external_lung,target_disjoint,3,1,CLOCK,PER2,1292,6400,1,-0.23739834739705543,-7.9941854785364725,-7.9941854785364725,3,1,1,1,1,8.0,9.0,8.5
external_lung,target_disjoint,3,1,CLOCK,PTMA,1292,5243,0,-0.24471867752704152,-8.426047544271125,-8.426047544271125,2,0,1,1,0,8.0,8.0,8.0
external_lung,target_disjoint,3,1,CLOCK,STAR,1292,5620,1,-1.0138903664426022,-20.465054908487403,-20.465054908487403,2,0,1,1,1,8.0,21.0,14.5
external_lung,target_disjoint,3,1,CNOT8,ELF4,2978,7528,0,-0.19711122971481237,-5.642930205872705,-5.642930205872705,1,0,1,0,0,8.0,7.0,7.5
external_lung,target_disjoint,3,1,CNOT8,FABP6,2978,6089,0,-0.226508371935008,-9.15927907524282,-9.15927907524282,1,0,1,0,0,8.0,13.0,10.5
external_lung,target_disjoint,3,1,CNOT8,KLF6,2978,8061,0,-0.2468057517930033,-9.90705606472418,-9.90705606472418,1,0,1,0,0,8.0,11.0,9.5
external_lung,target_disjoint,3,1,CNOT8,PAX3,2978,6951,0,-1.0128221768789678,-20.2272771991715,-20.2272771991715,1,0,1,0,0,8.0,14.0,11.0
external_lung,target_disjoint,3,1,CNOT8,PAX5,2978,7154,0,-0.2623601608181665,-11.647462951254795,-11.647462951254795,1,0,1,0,0,8.0,8.0,8.0
external_lung,target_disjoint,3,1,CNOT8,PER2,2978,6400,0,-0.23730328630540282,-7.832554429114341,-7.832554429114341,1,0,1,0,0,8.0,9.0,8.5
external_lung,target_disjoint,3,1,CNOT8,PPARG,2978,4870,0,-1.012822176878968,-20.2272771991715,-20.2272771991715,1,0,1,0,0,8.0,18.0,13.0
external_lung,target_disjoint,3,1,CNOT8,SNAI2,2978,7025,0,-0.24511859918927145,-8.612172109932239,-8.612172109932239,1,0,1,0,0,8.0,17.0,12.5
external_lung,target_disjoint,3,1,CRABP2,FHL2,5119,6974,0,-0.2275924649931253,-9.54631317334814,-9.54631317334814,1,0,1,0,0,4.0,11.0,7.5
external_lung,target_disjoint,3,1,CRABP2,NFAT5,5119,6231,0,-0.25267683780204175,-12.03891627554615,-12.03891627554615,1,0,1,0,0,4.0,7.0,5.5
external_lung,target_disjoint,3,1,CRABP2,NOS3,5119,4644,0,-0.2734091506310736,-11.307463246095994,-11.307463246095994,1,0,1,0,0,4.0,20.0,12.0
external_lung,target_disjoint,3,1,CRABP2,ZNF350,5119,5928,0,-0.2704404295235757,-12.469329430261599,-12.469329430261599,1,0,1,0,0,4.0,10.0,7.0
external_lung,target_disjoint,3,1,CREB1,AR,1640,7053,1,-0.24084669572545422,-10.156623750922147,-10.156623750922147,2,0,1,1,1,22.0,41.0,31.5
external_lung,target_disjoint,3,1,CREB1,BCL2,1640,4340,1,-0.21804228504485793,-7.52084193961199,-7.52084193961199,3,1,1,1,1,22.0,42.0,32.0
external_lung,target_disjoint,3,1,CREB1,CYP11A1,1640,4272,1,-0.24084519171972166,-9.411936403610483,-9.411936403610483,3,1,1,1,1,22.0,15.0,18.5
external_lung,target_disjoint,3,1,CREB1,CYP17A1,1640,7990,1,-0.2610366165488051,-12.47152382938803,-12.47152382938803,2,1,0,1,1,22.0,15.0,18.5
external_lung,target_disjoint,3,1,CREB1,ERBB2,1640,6520,1,-0.2530877913799768,-10.202691343475237,-10.202691343475237,3,1,1,1,1,22.0,21.0,21.5
external_lung,target_disjoint,3,1,CREB1,ETV3,1640,4560,1,-0.23868494713664304,-9.165688547260634,-9.165688547260634,3,1,1,1,1,22.0,8.0,15.0
external_lung,target_disjoint,3,1,CREB1,FABP6,1640,6089,0,-0.21992271537436672,-9.87997530891951,-9.87997530891951,2,0,1,1,0,22.0,13.0,17.5
external_lung,target_disjoint,3,1,CREB1,HPGD,1640,5726,1,-0.2520903503821758,-11.916149275091094,-11.916149275091094,3,1,1,1,1,22.0,15.0,18.5
external_lung,target_disjoint,3,1,CREB1,IBSP,1640,5381,1,-1.0113697247588729,-20.29113223237559,-20.29113223237559,2,0,1,1,1,22.0,13.0,17.5
external_lung,target_disjoint,3,1,CREB1,JUN,1640,6756,1,-0.24979853528514145,-10.691775796832708,-10.691775796832708,3,1,1,1,1,22.0,28.0,25.0
external_lung,target_disjoint,3,1,CREB1,LYL1,1640,6347,1,-0.24075418999486686,-9.123451231811865,-9.123451231811865,2,0,1,1,1,22.0,8.0,15.0
external_lung,target_disjoint,3,1,CREB1,MMP2,1640,5854,1,-0.2369834327540519,-10.079281361644748,-10.079281361644748,2,0,1,1,1,22.0,29.0,25.5
external_lung,target_disjoint,3,1,CREB1,NF1,1640,7004,1,-0.1873434103069155,-4.786032909082898,-4.786032909082898,3,1,1,1,1,22.0,17.0,19.5
external_lung,target_disjoint,3,1,CREB1,NR2F1,1640,6530,1,-0.24697533150580414,-9.547812668411154,-9.547812668411154,2,0,1,1,1,22.0,12.0,17.0
external_lung,target_disjoint,3,1,CREB1,NR2F6,1640,5576,1,-0.22128654330627204,-7.489197562245924,-7.489197562245924,2,0,1,1,1,22.0,6.0,14.0
external_lung,target_disjoint,3,1,CREB1,NR5A2,1640,4104,1,-1.0113697247588727,-20.29113223237559,-20.29113223237559,2,0,1,1,1,22.0,7.0,14.5
external_lung,target_disjoint,3,1,CREB1,PLAU,1640,6484,1,-0.25334945065314,-11.586304393082736,-11.586304393082736,2,0,1,1,1,22.0,21.0,21.5
external_lung,target_disjoint,3,1,CREB1,PTGS2,1640,7549,1,-0.22823217969640294,-10.653284436218597,-10.653284436218597,3,1,1,1,1,22.0,43.0,32.5
external_lung,target_disjoint,3,1,CREB1,SNAI1,1640,5604,1,-0.234228445327248,-10.829327359514952,-10.829327359514952,2,0,1,1,1,22.0,9.0,15.5
external_lung,target_disjoint,3,1,CREB1,SNAI2,1640,7025,1,-0.23639191200576298,-9.653146766257885,-9.653146766257885,2,0,1,1,1,22.0,17.0,19.5
external_lung,target_disjoint,3,1,CREB1,SOX9,1640,7872,1,-0.22838666325972182,-9.735966951691095,-9.735966951691095,3,1,1,1,1,22.0,7.0,14.5
external_lung,target_disjoint,3,1,CREB1,STAT4,1640,7524,0,-0.24902512999891613,-10.463044224525234,-10.463044224525234,2,0,1,1,0,22.0,13.0,17.5
external_lung,target_disjoint,3,1,CREBBP,BRCA1,7008,4618,1,-0.27137215747369314,-7.9238966755758335,-7.9238966755758335,1,0,1,0,1,15.0,34.0,24.5
external_lung,target_disjoint,3,1,CREBBP,GTF2B,7008,8136,0,-0.25208212321926515,-7.107101075197838,-7.107101075197838,1,0,1,0,0,15.0,10.0,12.5
external_lung,target_disjoint,3,1,CREBBP,HINFP,7008,5857,1,-0.2673508240404794,-7.889886452653203,-7.889886452653203,1,0,1,0,1,15.0,7.0,11.0
external_lung,target_disjoint,3,1,CREBBP,HOXA10,7008,4120,1,-1.017193637956957,-20.414687221895296,-20.414687221895296,1,0,1,0,1,15.0,12.0,13.5
external_lung,target_disjoint,3,1,CREBBP,IGFBP1,7008,5980,0,-0.2751256883565773,-13.531098741841374,-13.531098741841374,1,0,1,0,0,15.0,20.0,17.5
external_lung,target_disjoint,3,1,CREBBP,IL4,7008,5227,1,-1.017193637956957,-20.414687221895296,-20.414687221895296,1,0,1,0,1,15.0,16.0,15.5
external_lung,target_disjoint,3,1,CREBBP,MTA3,7008,6166,0,-0.19087486068842155,-4.522483325024472,-4.522483325024472,1,0,1,0,0,15.0,7.0,11.0
external_lung,target_disjoint,3,1,CREBBP,MXD1,7008,7148,0,-0.21485572022825133,-7.107546303035802,-7.107546303035802,1,0,1,0,0,15.0,7.0,11.0
external_lung,target_disjoint,3,1,CREBBP,PAX4,7008,4810,0,-1.017193637956957,-20.414687221895296,-20.414687221895296,1,0,1,0,0,15.0,9.0,12.0
external_lung,target_disjoint,3,1,CREBBP,PPARA,7008,4546,1,-0.21967227320038313,-7.310285527795408,-7.310285527795408,1,0,1,0,1,15.0,17.0,16.0
external_lung,target_disjoint,3,1,CREBBP,PTGS2,7008,7549,1,-0.252792612214523,-11.0580921369429,-11.0580921369429,1,0,1,0,1,15.0,43.0,29.0
external_lung,target_disjoint,3,1,CREBBP,RAD51,7008,8167,1,-1.017193637956957,-20.414687221895296,-20.414687221895296,1,0,1,0,1,15.0,9.0,12.0
external_lung,target_disjoint,3,1,CREBBP,SNAPC1,7008,8204,0,-0.24620243194933467,-9.107419355013455,-9.107419355013455,1,0,1,0,0,15.0,14.0,14.5
external_lung,target_disjoint,3,1,CREBBP,TP53,7008,8046,1,-0.24633570755100034,-8.313432274727244,-8.313432274727244,1,0,1,0,1,15.0,43.0,29.0
external_lung,target_disjoint,3,1,CREBBP,TRIM22,7008,6068,1,-0.25054169852399155,-8.774016461568728,-8.774016461568728,1,0,1,0,1,15.0,7.0,11.0
external_lung,target_disjoint,3,1,CREM,FASLG,1343,8087,1,-0.2522560905527856,-8.743923725044608,-8.743923725044608,2,0,1,1,1,4.0,16.0,10.0
external_lung,target_disjoint,3,1,CREM,KLF8,1343,4975,0,-0.2332074062334187,-9.185499592697697,-9.185499592697697,2,0,1,1,0,4.0,9.0,6.5
external_lung,target_disjoint,3,1,CREM,STAR,1343,5620,1,-1.0168343472259447,-20.122844108821283,-20.122844108821283,2,0,1,1,1,4.0,21.0,12.5
external_lung,target_disjoint,3,1,CREM,TBP,1343,6680,1,-0.2450536772619539,-9.402030944587318,-9.402030944587318,2,0,1,1,1,4.0,16.0,10.0
external_lung,target_disjoint,3,1,CRX,CGB5,5088,4759,0,-1.0180963623582504,-20.14256752306358,-20.14256752306358,2,0,1,1,0,2.0,12.0,7.0
external_lung,target_disjoint,3,1,CRX,ENO1,5088,5320,0,-0.2595233170229076,-11.09819022455737,-11.09819022455737,2,0,1,1,0,2.0,7.0,4.5
external_lung,target_disjoint,3,1,CTBP1,BRCA1,4904,4618,1,-0.2686271081578961,-7.354851656407696,-7.354851656407696,1,0,1,0,1,8.0,34.0,21.0
external_lung,target_disjoint,3,1,CTBP1,BRCA2,4904,4241,1,-0.26194531654217124,-8.571188263773404,-8.571188263773404,1,0,1,0,1,8.0,18.0,13.0
external_lung,target_disjoint,3,1,CTBP1,CEBPB,4904,4436,0,-0.2684327851348874,-9.237342161137802,-9.237342161137802,1,0,1,0,0,8.0,6.0,7.0
external_lung,target_disjoint,3,1,CTBP1,FOXL1,4904,4391,0,-0.2704013799259849,-11.192683258513364,-11.192683258513364,1,0,1,0,0,8.0,6.0,7.0
external_lung,target_disjoint,3,1,CTBP1,HEY2,4904,8198,0,-0.25869786263963446,-10.348886260383004,-10.348886260383004,1,0,1,0,0,8.0,11.0,9.5
external_lung,target_disjoint,3,1,CTBP1,LMO4,4904,5871,0,-0.24547036273268152,-8.029186285346498,-8.029186285346498,1,0,1,0,0,8.0,11.0,9.5
external_lung,target_disjoint,3,1,CTBP1,PHOX2A,4904,5895,0,-1.0177854550544758,-20.342452637272373,-20.342452637272373,1,0,1,0,0,8.0,8.0,8.0
external_lung,target_disjoint,3,1,CTBP1,STAT4,4904,7524,0,-0.27391974688325255,-11.051920396492067,-11.051920396492067,1,0,1,0,0,8.0,13.0,10.5
external_lung,target_disjoint,3,1,CTCF,ARNT,3529,4717,0,-0.17681780469722533,-4.954457107930667,-4.954457107930667,2,0,1,1,0,9.0,12.0,10.5
external_lung,target_disjoint,3,1,CTCF,BRCA1,3529,4618,1,-0.22873524892386868,-5.559645835494502,-5.559645835494502,2,0,1,1,1,9.0,34.0,21.5
external_lung,target_disjoint,3,1,CTCF,LEF1,3529,7687,0,-0.26489643359381937,-10.638141556190607,-10.638141556190607,2,0,1,1,0,9.0,12.0,10.5
external_lung,target_disjoint,3,1,CTCF,MMP13,3529,5322,0,-0.2673717548884898,-14.414976801840437,-14.414976801840437,2,0,1,1,0,9.0,12.0,10.5
external_lung,target_disjoint,3,1,CTCF,MYC,3529,4533,1,-0.22366586372792777,-9.483652132779305,-9.483652132779305,3,1,1,1,1,9.0,59.0,34.0
external_lung,target_disjoint,3,1,CTCF,NF1,3529,7004,1,-0.24932791269931948,-6.956712612146673,-6.956712612146673,3,1,1,1,1,9.0,17.0,13.0
external_lung,target_disjoint,3,1,CTCF,NOS3,3529,4644,0,-0.2695484309934184,-12.096526236078263,-12.096526236078263,3,1,1,1,0,9.0,20.0,14.5
external_lung,target_disjoint,3,1,CTCF,RUNX3,3529,6071,0,-0.26700835502685955,-10.26369384580459,-10.26369384580459,2,0,1,1,0,9.0,9.0,9.0
external_lung,target_disjoint,3,1,CTCF,TERT,3529,7489,1,-1.015114700619559,-20.436562810520105,-20.436562810520105,3,1,1,1,1,9.0,40.0,24.5
external_lung,target_disjoint,3,1,CTNNB1,AR,750,7053,1,-0.2489569394721585,-9.419443780651688,-9.419443780651688,1,0,1,0,1,13.0,41.0,27.0
external_lung,target_disjoint,3,1,CTNNB1,CYP7A1,750,6942,0,-1.0157441264991083,-19.819553914908028,-19.819553914908028,0,0,0,0,0,13.0,19.0,16.0
external_lung,target_disjoint,3,1,CTNNB1,GLI2,750,6984,1,-0.265368688702235,-11.998278428604747,-11.998278428604747,1,0,1,0,1,13.0,10.0,11.5
external_lung,target_disjoint,3,1,CTNNB1,GRHL1,750,6536,0,-0.22300634050802012,-7.672202167330673,-7.672202167330673,1,0,1,0,0,13.0,7.0,10.0
external_lung,target_disjoint,3,1,CTNNB1,JUN,750,6756,1,-0.25941482009784433,-8.032931768633832,-8.032931768633832,1,0,1,0,1,13.0,28.0,20.5
external_lung,target_disjoint,3,1,CTNNB1,MMP14,750,4425,1,-0.2546440052667341,-8.511847291538833,-8.511847291538833,1,0,1,0,1,13.0,21.0,17.0
external_lung,target_disjoint,3,1,CTNNB1,MYC,750,4533,1,-0.21982270042739657,-7.346222199293949,-7.346222199293949,1,0,1,0,1,13.0,59.0,36.0
external_lung,target_disjoint,3,1,CTNNB1,POU3F2,750,4049,0,-1.0157441264991083,-19.819553914908028,-19.819553914908028,1,0,1,0,0,13.0,6.0,9.5
external_lung,target_disjoint,3,1,CTNNB1,PTGS2,750,7549,1,-0.23942485700861432,-8.676926359782504,-8.676926359782504,1,0,1,0,1,13.0,43.0,28.0
