domain,seed_tag,split_regime,layer,perm_idx,null_delta_best_diffusion_minus_best_baseline
external_lung,seed42_main,source_disjoint,0,81,0.018138400072001903
external_lung,seed42_main,source_disjoint,0,82,0.019417019827900006
external_lung,seed42_main,source_disjoint,0,83,0.004280979381644956
external_lung,seed42_main,source_disjoint,0,84,0.0012394883173090232
external_lung,seed42_main,source_disjoint,0,85,0.00020739662452218255
external_lung,seed42_main,source_disjoint,0,86,0.015941169795225085
external_lung,seed42_main,source_disjoint,0,87,0.007296056724933386
external_lung,seed42_main,source_disjoint,0,88,0.0111690908592873
external_lung,seed42_main,source_disjoint,0,89,0.00507143444114444
external_lung,seed42_main,source_disjoint,0,90,0.006554515963670404
external_lung,seed42_main,source_disjoint,0,91,-0.005747430042770674
external_lung,seed42_main,source_disjoint,0,92,0.0018783090522757062
external_lung,seed42_main,source_disjoint,0,93,0.011710082997781202
external_lung,seed42_main,source_disjoint,0,94,0.002072987959256367
external_lung,seed42_main,source_disjoint,0,95,-0.0007033876086386393
external_lung,seed42_main,source_disjoint,0,96,-0.009053058317582852
external_lung,seed42_main,source_disjoint,0,97,-0.005232851625324275
external_lung,seed42_main,source_disjoint,0,98,-0.01642248648987088
external_lung,seed42_main,source_disjoint,0,99,0.013584478906198072
external_lung,seed42_main,source_disjoint,0,100,0.037028123764914045
external_lung,seed42_main,source_disjoint,0,101,-0.0037683575361280863
external_lung,seed42_main,source_disjoint,0,102,0.01152127380658896
external_lung,seed42_main,source_disjoint,0,103,0.01245455861693845
external_lung,seed42_main,source_disjoint,0,104,0.01790948115625579
external_lung,seed42_main,source_disjoint,0,105,-0.014201777349940603
external_lung,seed42_main,source_disjoint,0,106,0.01464787574985621
external_lung,seed42_main,source_disjoint,0,107,0.0074017116091240065
external_lung,seed42_main,source_disjoint,0,108,-0.017281421566901045
external_lung,seed42_main,source_disjoint,0,109,-0.0006720824577673423
external_lung,seed42_main,source_disjoint,0,110,0.0048493635271513735
external_lung,seed42_main,source_disjoint,0,111,0.016011606384685517
external_lung,seed42_main,source_disjoint,0,112,0.02580914032142556
external_lung,seed42_main,source_disjoint,0,113,0.010762123897960885
external_lung,seed42_main,source_disjoint,0,114,0.012264771139781416
external_lung,seed42_main,source_disjoint,0,115,-0.0015417786804096112
external_lung,seed42_main,source_disjoint,0,116,0.004071626185193411
external_lung,seed42_main,source_disjoint,0,117,-0.0046057703219343216
external_lung,seed42_main,source_disjoint,0,118,0.005373724804245028
external_lung,seed42_main,source_disjoint,0,119,-0.010515595834849734
external_lung,seed42_main,source_disjoint,0,120,0.00021130976838101834
external_lung,seed42_main,source_disjoint,0,121,0.02930944750321851
external_lung,seed42_main,source_disjoint,0,122,0.012876199867735583
external_lung,seed42_main,source_disjoint,0,123,-0.01115343828385168
external_lung,seed42_main,source_disjoint,0,124,-0.01144301092941069
external_lung,seed42_main,source_disjoint,0,125,-0.008299778124743362
external_lung,seed42_main,source_disjoint,0,126,-0.0036734637975495144
external_lung,seed42_main,source_disjoint,0,127,-0.008506196463300641
external_lung,seed42_main,source_disjoint,0,128,-0.009184148636856404
external_lung,seed42_main,source_disjoint,0,129,0.008189231810729058
external_lung,seed42_main,source_disjoint,0,130,-0.00910001604388988
external_lung,seed42_main,source_disjoint,0,131,-0.016740429428407033
external_lung,seed42_main,source_disjoint,0,132,0.006563320537352868
external_lung,seed42_main,source_disjoint,0,133,0.003134428230985087
external_lung,seed42_main,source_disjoint,0,134,0.015522463402322106
external_lung,seed42_main,source_disjoint,0,135,-0.011641602980250298
external_lung,seed42_main,source_disjoint,0,136,0.018245033242156983
external_lung,seed42_main,source_disjoint,0,137,-0.011321703469784672
external_lung,seed42_main,source_disjoint,0,138,-0.0028018110029779386
external_lung,seed42_main,source_disjoint,0,139,0.006160266719885399
external_lung,seed42_main,source_disjoint,0,140,0.011148546854027996
external_lung,seed42_main,source_disjoint,0,141,-0.016320744749539096
external_lung,seed42_main,source_disjoint,0,142,-0.005874607218185224
external_lung,seed42_main,source_disjoint,0,143,0.022189482251936066
external_lung,seed42_main,source_disjoint,0,144,0.0050049109955430104
external_lung,seed42_main,source_disjoint,0,145,0.012041721939823669
external_lung,seed42_main,source_disjoint,0,146,-0.00029446407538269437
external_lung,seed42_main,source_disjoint,0,147,0.012140528822261243
external_lung,seed42_main,source_disjoint,0,148,0.004048147322040063
external_lung,seed42_main,source_disjoint,0,149,-0.013845681258780052
external_lung,seed42_main,source_disjoint,0,150,0.020557701262771455
external_lung,seed42_main,source_disjoint,0,151,0.007745089982742981
external_lung,seed42_main,source_disjoint,0,152,0.006346141053183596
external_lung,seed42_main,source_disjoint,0,153,0.0018949399136760081
external_lung,seed42_main,source_disjoint,0,154,0.00014380803681479648
external_lung,seed42_main,source_disjoint,0,155,0.0015828666909282196
external_lung,seed42_main,source_disjoint,0,156,0.00859619877205553
external_lung,seed42_main,source_disjoint,0,157,-0.008653917643974274
external_lung,seed42_main,source_disjoint,0,158,0.001606345554081623
external_lung,seed42_main,source_disjoint,0,159,0.00268148182931649
external_lung,seed42_main,source_disjoint,0,160,0.01044026781556573
external_lung,seed42_main,source_disjoint,0,161,-0.005719059749793587
external_lung,seed42_main,source_disjoint,0,162,-0.003818250120329214
external_lung,seed42_main,source_disjoint,0,163,-0.0010135042594571209
external_lung,seed42_main,source_disjoint,0,164,-0.007952486607265163
external_lung,seed42_main,source_disjoint,0,165,-0.00327627969587041
external_lung,seed42_main,source_disjoint,0,166,-0.002448649769711486
external_lung,seed42_main,source_disjoint,0,167,-0.0018861353399934888
external_lung,seed42_main,source_disjoint,0,168,0.013394691429040984
external_lung,seed42_main,source_disjoint,0,169,0.01078658104707908
external_lung,seed42_main,source_disjoint,0,170,0.012574887790599842
external_lung,seed42_main,source_disjoint,0,171,0.01290750501860699
external_lung,seed42_main,source_disjoint,0,172,0.0005674058595415699
external_lung,seed42_main,source_disjoint,0,173,-0.005040129290272977
external_lung,seed42_main,source_disjoint,0,174,-0.00012913374734391248
external_lung,seed42_main,source_disjoint,0,175,0.01300729018700908
external_lung,seed42_main,source_disjoint,0,176,0.03133939088002696
external_lung,seed42_main,source_disjoint,0,177,-0.003218560823951555
external_lung,seed42_main,source_disjoint,0,178,0.01608204297414595
external_lung,seed42_main,source_disjoint,0,179,-0.00849347874575912
external_lung,seed42_main,source_disjoint,3,0,0.0013324254839580663
external_lung,seed42_main,source_disjoint,3,1,-0.0034787848905689644
external_lung,seed42_main,source_disjoint,3,2,0.013185338232589605
external_lung,seed42_main,source_disjoint,3,3,0.010589945568168946
external_lung,seed42_main,source_disjoint,3,4,0.0038407506975178807
external_lung,seed42_main,source_disjoint,3,5,0.0045959874622870656
external_lung,seed42_main,source_disjoint,3,6,-0.002964206473122566
external_lung,seed42_main,source_disjoint,3,7,0.004676206911394587
external_lung,seed42_main,source_disjoint,3,8,0.02292613158337531
external_lung,seed42_main,source_disjoint,3,9,-0.0013979706435947592
external_lung,seed42_main,source_disjoint,3,10,0.023239183092088056
external_lung,seed42_main,source_disjoint,3,11,-0.0012786197558980472
external_lung,seed42_main,source_disjoint,3,12,0.025166406442600042
external_lung,seed42_main,source_disjoint,3,13,-0.00451968115703838
external_lung,seed42_main,source_disjoint,3,14,0.0008305647840531893
external_lung,seed42_main,source_disjoint,3,15,0.00333106370989511
external_lung,seed42_main,source_disjoint,3,16,0.013369255993958218
external_lung,seed42_main,source_disjoint,3,17,0.0020886405346920434
external_lung,seed42_main,source_disjoint,3,18,0.010785602761114343
external_lung,seed42_main,source_disjoint,3,19,0.018138400072001848
external_lung,seed42_main,source_disjoint,3,20,0.004361198830752533
external_lung,seed42_main,source_disjoint,3,21,0.010681904448853197
external_lung,seed42_main,source_disjoint,3,22,0.004314241104445782
external_lung,seed42_main,source_disjoint,3,23,0.01473298662878747
external_lung,seed42_main,source_disjoint,3,24,0.0012747066120391004
external_lung,seed42_main,source_disjoint,3,25,0.01263065009058939
external_lung,seed42_main,source_disjoint,3,26,0.009175344063173774
external_lung,seed42_main,source_disjoint,3,27,-0.0005126218455168141
external_lung,seed42_main,source_disjoint,3,28,0.020044101131289904
external_lung,seed42_main,source_disjoint,3,29,0.022958415020211453
external_lung,seed42_main,source_disjoint,3,30,0.012346947160818411
external_lung,seed42_main,source_disjoint,3,31,0.005079260728862167
external_lung,seed42_main,source_disjoint,3,32,0.007620847665222752
external_lung,seed42_main,source_disjoint,3,33,0.001467428947090399
external_lung,seed42_main,source_disjoint,3,34,0.0038339026957648348
external_lung,seed42_main,source_disjoint,3,35,0.012190421406462149
external_lung,seed42_main,source_disjoint,3,36,0.0010565488419050917
external_lung,seed42_main,source_disjoint,3,37,-0.0014371020821837832
external_lung,seed42_main,source_disjoint,3,38,0.029001287424329614
external_lung,seed42_main,source_disjoint,3,39,-0.0032557356906112167
external_lung,seed42_main,source_disjoint,3,40,0.005880476933973533
external_lung,seed42_main,source_disjoint,3,41,-0.0018274381821099528
external_lung,seed42_main,source_disjoint,3,42,-0.004236956513232248
external_lung,seed42_main,source_disjoint,3,43,-0.0011886174471431588
external_lung,seed42_main,source_disjoint,3,44,-0.0013206860523813369
external_lung,seed42_main,source_disjoint,3,45,0.017795021698382707
external_lung,seed42_main,source_disjoint,3,46,0.01115735142771046
external_lung,seed42_main,source_disjoint,3,47,0.005487205976153375
external_lung,seed42_main,source_disjoint,3,48,0.02514977558119974
external_lung,seed42_main,source_disjoint,3,49,-0.003288997413411876
external_lung,seed42_main,source_disjoint,3,50,0.015428547949708216
external_lung,seed42_main,source_disjoint,3,51,-0.0019868987943604255
external_lung,seed42_main,source_disjoint,3,52,-0.005660362591910051
external_lung,seed42_main,source_disjoint,3,53,0.019111794606904986
external_lung,seed42_main,source_disjoint,3,54,0.018138400072001848
external_lung,seed42_main,source_disjoint,3,55,0.00902762288250003
external_lung,seed42_main,source_disjoint,3,56,-0.004289783955327531
external_lung,seed42_main,source_disjoint,3,57,0.024142141037530984
external_lung,seed42_main,source_disjoint,3,58,-0.010925497654070249
external_lung,seed42_main,source_disjoint,3,59,0.0038094455466466393
external_lung,seed42_main,source_disjoint,3,60,-0.0083301049896497
external_lung,seed42_main,source_disjoint,3,61,0.02663872681951407
external_lung,seed42_main,source_disjoint,3,62,0.011015499962825137
external_lung,seed42_main,source_disjoint,3,63,0.016401942484611576
external_lung,seed42_main,source_disjoint,3,64,0.011394096631174466
external_lung,seed42_main,source_disjoint,3,65,0.0034249791625089454
external_lung,seed42_main,source_disjoint,3,66,0.00475055664471391
external_lung,seed42_main,source_disjoint,3,67,0.02688232002473101
external_lung,seed42_main,source_disjoint,3,68,0.0030786659309955944
external_lung,seed42_main,source_disjoint,3,69,0.012504451201139521
external_lung,seed42_main,source_disjoint,3,70,0.0022500577188719895
external_lung,seed42_main,source_disjoint,3,71,0.011431271497834017
external_lung,seed42_main,source_disjoint,3,72,-0.0026902864029989537
external_lung,seed42_main,source_disjoint,3,73,-0.003085513932748807
external_lung,seed42_main,source_disjoint,3,74,0.011639646408320825
external_lung,seed42_main,source_disjoint,3,75,-0.00273626584334119
external_lung,seed42_main,source_disjoint,3,76,0.0037791186817401345
external_lung,seed42_main,source_disjoint,3,77,0.0008843705121132084
external_lung,seed42_main,source_disjoint,3,78,-0.0035629174835353217
external_lung,seed42_main,source_disjoint,3,79,0.01221292198365087
external_lung,seed42_main,source_disjoint,3,80,0.01519375931817385
external_lung,seed42_main,source_disjoint,3,81,-0.0022559274346602987
external_lung,seed42_main,source_disjoint,3,82,0.005620252867356124
external_lung,seed42_main,source_disjoint,3,83,0.0053805728059980185
external_lung,seed42_main,source_disjoint,3,84,0.0062874438952998934
external_lung,seed42_main,source_disjoint,3,85,0.009499156717498347
external_lung,seed42_main,source_disjoint,3,86,-0.010524400408532197
external_lung,seed42_main,source_disjoint,3,87,0.0026619161100219224
external_lung,seed42_main,source_disjoint,3,88,0.0018284164680745785
external_lung,seed42_main,source_disjoint,3,89,0.0007748024840638079
external_lung,seed42_main,source_disjoint,3,90,0.00892979428602736
external_lung,seed42_main,source_disjoint,3,91,-0.0044003302693417234
external_lung,seed42_main,source_disjoint,3,92,-0.015939213223295834
external_lung,seed42_main,source_disjoint,3,93,0.001102528282247217
external_lung,seed42_main,source_disjoint,3,94,0.019174404908647635
external_lung,seed42_main,source_disjoint,3,95,0.017959373740456863
external_lung,seed42_main,source_disjoint,3,96,-0.008922946284274147
external_lung,seed42_main,source_disjoint,3,97,0.019660613033116947
external_lung,seed42_main,source_disjoint,3,98,0.020043122845325112
external_lung,seed42_main,source_disjoint,3,99,-0.005294483641102188
external_lung,seed42_main,source_disjoint,3,100,-0.0022979937311434773
external_lung,seed42_main,source_disjoint,3,101,0.007767590559931703
external_lung,seed42_main,source_disjoint,3,102,0.0015789535470692728
external_lung,seed42_main,source_disjoint,3,103,0.008742941666764481
external_lung,seed42_main,source_disjoint,3,104,-0.007555302505586059
external_lung,seed42_main,source_disjoint,3,105,0.005042085862202561
external_lung,seed42_main,source_disjoint,3,106,-0.0014938426681380124
external_lung,seed42_main,source_disjoint,3,107,0.0038524901290946656
external_lung,seed42_main,source_disjoint,3,108,0.009208605785974378
external_lung,seed42_main,source_disjoint,3,109,-8.315430700178705e-05
external_lung,seed42_main,source_disjoint,3,110,0.024892486372476486
external_lung,seed42_main,source_disjoint,3,111,-0.0009469808138558022
external_lung,seed42_main,source_disjoint,3,112,0.002205056564494434
external_lung,seed42_main,source_disjoint,3,113,0.022116110804581646
external_lung,seed42_main,source_disjoint,3,114,-0.00420075993253749
external_lung,seed42_main,source_disjoint,3,115,0.009678183049043443
external_lung,seed42_main,source_disjoint,3,116,0.01311001021330549
external_lung,seed42_main,source_disjoint,3,117,0.004911973828893856
external_lung,seed42_main,source_disjoint,3,118,0.014508959142864986
external_lung,seed42_main,source_disjoint,3,119,0.007923138028323229
external_lung,seed42_main,source_disjoint,3,120,0.004124453627288638
external_lung,seed42_main,source_disjoint,3,121,0.0023390817416620857
external_lung,seed42_main,source_disjoint,3,122,0.01860993390700022
external_lung,seed42_main,source_disjoint,3,123,0.0026941995468579005
external_lung,seed42_main,source_disjoint,3,124,-0.004597944034216539
external_lung,seed42_main,source_disjoint,3,125,-0.007855636296757229
external_lung,seed42_main,source_disjoint,3,126,-0.005952870095363383
external_lung,seed42_main,source_disjoint,3,127,-0.0008334996419473439
external_lung,seed42_main,source_disjoint,3,128,0.014897338670861515
external_lung,seed42_main,source_disjoint,3,129,0.014060904171020128
external_lung,seed42_main,source_disjoint,3,130,0.007122900109176711
external_lung,seed42_main,source_disjoint,3,131,-0.010068519148969557
external_lung,seed42_main,source_disjoint,3,132,0.00663082226891909
external_lung,seed42_main,source_disjoint,3,133,0.0033780214362020278
external_lung,seed42_main,source_disjoint,3,134,0.01993648967516992
external_lung,seed42_main,source_disjoint,3,135,0.0026443069626568283
external_lung,seed42_main,source_disjoint,3,136,0.016171066996935934
external_lung,seed42_main,source_disjoint,3,137,-0.004324023964092927
external_lung,seed42_main,source_disjoint,3,138,0.019215492919166133
external_lung,seed42_main,source_disjoint,3,139,0.009503069861357294
external_lung,seed42_main,source_disjoint,3,140,0.007061268093398909
external_lung,seed42_main,source_disjoint,3,141,-0.011316812039960933
external_lung,seed42_main,source_disjoint,3,142,0.004026625030815967
external_lung,seed42_main,source_disjoint,3,143,0.011946828201245152
external_lung,seed42_main,source_disjoint,3,144,5.771887191896585e-05
external_lung,seed42_main,source_disjoint,3,145,0.014597983165655137
external_lung,seed42_main,source_disjoint,3,146,0.007839005435356872
external_lung,seed42_main,source_disjoint,3,147,-0.006954634923243663
external_lung,seed42_main,source_disjoint,3,148,-0.014294714516589813
external_lung,seed42_main,source_disjoint,3,149,0.006631800554883771
external_lung,seed42_main,source_disjoint,3,150,0.0037135735221033306
external_lung,seed42_main,source_disjoint,3,151,-0.012817502709852158
external_lung,seed42_main,source_disjoint,3,152,0.009496221859604248
external_lung,seed42_main,source_disjoint,3,153,0.010444180959424731
external_lung,seed42_main,source_disjoint,3,154,0.005632970584897645
external_lung,seed42_main,source_disjoint,3,155,0.018329165835123673
external_lung,seed42_main,source_disjoint,3,156,0.010212327185784353
external_lung,seed42_main,source_disjoint,3,157,0.005228938481465328
external_lung,seed42_main,source_disjoint,3,158,0.014951144398921423
external_lung,seed42_main,source_disjoint,3,159,0.035385581630137386
external_lung,seed42_main,source_disjoint,3,160,0.01762479994052013
external_lung,seed42_main,source_disjoint,3,161,-0.004318154248304729
external_lung,seed42_main,source_disjoint,3,162,0.0003081600788890082
external_lung,seed42_main,source_disjoint,3,163,0.017109243237109162
external_lung,seed42_main,source_disjoint,3,164,0.026767860566858037
external_lung,seed42_main,source_disjoint,3,165,-0.0016523249944236928
external_lung,seed42_main,source_disjoint,3,166,0.0016278678453056084
external_lung,seed42_main,source_disjoint,3,167,0.04273935722698974
external_lung,seed42_main,source_disjoint,3,168,-0.010886366215481114
external_lung,seed42_main,source_disjoint,3,169,0.028685301057722712
external_lung,seed42_main,source_disjoint,3,170,0.01754653706334197
external_lung,seed42_main,source_disjoint,3,171,0.014703638049845646
external_lung,seed42_main,source_disjoint,3,172,-0.0025278909328543264
external_lung,seed42_main,source_disjoint,3,173,-0.013230339386966827
external_lung,seed42_main,source_disjoint,3,174,-0.003754661532621939
external_lung,seed42_main,source_disjoint,3,175,0.015219194753256726
external_lung,seed42_main,source_disjoint,3,176,-0.0005057738437639347
external_lung,seed42_main,source_disjoint,3,177,0.026548724510759236
external_lung,seed42_main,source_disjoint,3,178,0.010940171943541188
external_lung,seed42_main,source_disjoint,3,179,0.006659192561896121
external_lung,seed42_main,source_disjoint,7,0,0.008052271775667252
external_lung,seed42_main,source_disjoint,7,1,0.008519892466806733
external_lung,seed42_main,source_disjoint,7,2,0.021469463781896958
external_lung,seed42_main,source_disjoint,7,3,0.004729034353489869
external_lung,seed42_main,source_disjoint,7,4,0.02156142266258132
external_lung,seed42_main,source_disjoint,7,5,0.01680499630207899
external_lung,seed42_main,source_disjoint,7,6,0.005452965967387979
external_lung,seed42_main,source_disjoint,7,7,-0.0054148128147634145
external_lung,seed42_main,source_disjoint,7,8,0.007200184700390078
external_lung,seed42_main,source_disjoint,7,9,0.04064973840633307
external_lung,seed42_main,source_disjoint,7,10,0.019901271380439844
external_lung,seed42_main,source_disjoint,7,11,-0.014871903235778694
external_lung,seed42_main,source_disjoint,7,12,0.011189634864546494
external_lung,seed42_main,source_disjoint,7,13,0.015192781032209113
external_lung,seed42_main,source_disjoint,7,14,0.020188887454069382
external_lung,seed42_main,source_disjoint,7,15,0.008367279856309362
external_lung,seed42_main,source_disjoint,7,16,-0.002144402834681425
external_lung,seed42_main,source_disjoint,7,17,0.008257711828259962
external_lung,seed42_main,source_disjoint,7,18,-0.002344951457450506
external_lung,seed42_main,source_disjoint,7,19,0.005625144297179863
external_lung,seed42_main,source_disjoint,7,20,0.018113942922883652
external_lung,seed42_main,source_disjoint,7,21,0.001486994666384911
external_lung,seed42_main,source_disjoint,7,22,0.015599747993535473
external_lung,seed42_main,source_disjoint,7,23,0.0001340251771676515
external_lung,seed42_main,source_disjoint,7,24,-0.004237934799196985
external_lung,seed42_main,source_disjoint,7,25,-0.006908655482901427
external_lung,seed42_main,source_disjoint,7,26,0.006830392605723379
external_lung,seed42_main,source_disjoint,7,27,0.007793025995014635
external_lung,seed42_main,source_disjoint,7,28,-0.0010448094103283623
external_lung,seed42_main,source_disjoint,7,29,-0.004408156557059506
external_lung,seed42_main,source_disjoint,7,30,0.024013985576151753
external_lung,seed42_main,source_disjoint,7,31,-0.0058071054866190575
external_lung,seed42_main,source_disjoint,7,32,-0.009390566975413739
external_lung,seed42_main,source_disjoint,7,33,-0.0016601512821416975
external_lung,seed42_main,source_disjoint,7,34,-0.00040305381746741364
external_lung,seed42_main,source_disjoint,7,35,0.003973797588720851
external_lung,seed42_main,source_disjoint,7,36,0.016123130984664447
external_lung,seed42_main,source_disjoint,7,37,-0.007402689895088521
external_lung,seed42_main,source_disjoint,7,38,-0.0039493404396026
external_lung,seed42_main,source_disjoint,7,39,-0.006137766142696732
external_lung,seed42_main,source_disjoint,7,40,0.014076556746455582
external_lung,seed42_main,source_disjoint,7,41,0.003584439774759307
external_lung,seed42_main,source_disjoint,7,42,0.0029730110468051962
external_lung,seed42_main,source_disjoint,7,43,0.005418725958622361
external_lung,seed42_main,source_disjoint,7,44,0.0004578378314921139
external_lung,seed42_main,source_disjoint,7,45,-0.003286062555517666
external_lung,seed42_main,source_disjoint,7,46,-0.003240083115175596
external_lung,seed42_main,source_disjoint,7,47,0.0026785469714222243
external_lung,seed42_main,source_disjoint,7,48,0.035615478831848346
external_lung,seed42_main,source_disjoint,7,49,-0.011672908131121706
external_lung,seed42_main,source_disjoint,7,50,-0.0010213305471749035
external_lung,seed42_main,source_disjoint,7,51,-0.016988914063447713
external_lung,seed42_main,source_disjoint,7,52,0.01489342552700268
external_lung,seed42_main,source_disjoint,7,53,0.008534566756277728
external_lung,seed42_main,source_disjoint,7,54,0.014637114604244217
external_lung,seed42_main,source_disjoint,7,55,0.012260857995922525
external_lung,seed42_main,source_disjoint,7,56,0.008976752012334277
external_lung,seed42_main,source_disjoint,7,57,-0.007670740249423713
external_lung,seed42_main,source_disjoint,7,58,0.005330680221796946
external_lung,seed42_main,source_disjoint,7,59,-0.014883642667355423
external_lung,seed42_main,source_disjoint,7,60,0.0031598636660679635
external_lung,seed42_main,source_disjoint,7,61,-0.0025083252135599254
external_lung,seed42_main,source_disjoint,7,62,0.00963416018063068
external_lung,seed42_main,source_disjoint,7,63,-0.0014938426681379013
external_lung,seed42_main,source_disjoint,7,64,-0.0064586439391270956
external_lung,seed42_main,source_disjoint,7,65,0.00823325467914171
external_lung,seed42_main,source_disjoint,7,66,-0.0019115707750764765
external_lung,seed42_main,source_disjoint,7,67,0.011364748052232532
external_lung,seed42_main,source_disjoint,7,68,0.007512257923138033
external_lung,seed42_main,source_disjoint,7,69,-0.018226445808827152
external_lung,seed42_main,source_disjoint,7,70,-0.010982238240024311
external_lung,seed42_main,source_disjoint,7,71,0.012276510571358146
external_lung,seed42_main,source_disjoint,7,72,0.008794790822894971
external_lung,seed42_main,source_disjoint,7,73,0.0077480248406372465
external_lung,seed42_main,source_disjoint,7,74,0.016321723035504054
external_lung,seed42_main,source_disjoint,7,75,0.0037898798273521273
external_lung,seed42_main,source_disjoint,7,76,0.014213516781517499
external_lung,seed42_main,source_disjoint,7,77,0.0084876090299707
external_lung,seed42_main,source_disjoint,7,78,0.007116052107423609
external_lung,seed42_main,source_disjoint,7,79,-0.00853554504224241
