domain,seed_tag,split_regime,layer,perm_idx,null_h1_total_lifetime
external_lung,seed42_main,source_disjoint,0,0,43.56334066390991
external_lung,seed42_main,source_disjoint,0,1,55.22952318191528
external_lung,seed42_main,source_disjoint,0,2,52.00654363632202
external_lung,seed42_main,source_disjoint,0,3,54.78877019882202
external_lung,seed42_main,source_disjoint,0,4,44.92015981674194
external_lung,seed42_main,source_disjoint,0,5,47.143949031829834
external_lung,seed42_main,source_disjoint,0,6,52.5800347328186
external_lung,seed42_main,source_disjoint,0,7,46.59621572494507
external_lung,seed42_main,source_disjoint,0,8,54.49686241149902
external_lung,seed42_main,source_disjoint,0,9,51.67508840560913
external_lung,seed42_main,source_disjoint,0,10,59.919108867645264
external_lung,seed42_main,source_disjoint,0,11,58.448243141174316
external_lung,seed42_main,source_disjoint,0,12,51.87051486968994
external_lung,seed42_main,source_disjoint,0,13,46.292312145233154
external_lung,seed42_main,source_disjoint,0,14,54.698030948638916
external_lung,seed42_main,source_disjoint,0,15,40.46220874786377
external_lung,seed42_main,source_disjoint,0,16,46.89646577835083
external_lung,seed42_main,source_disjoint,0,17,37.28206539154053
external_lung,seed42_main,source_disjoint,0,18,69.33377742767334
external_lung,seed42_main,source_disjoint,0,19,41.601731300354004
external_lung,seed42_main,source_disjoint,3,0,62.16018486022949
external_lung,seed42_main,source_disjoint,3,1,49.08187770843506
external_lung,seed42_main,source_disjoint,3,2,43.97401475906372
external_lung,seed42_main,source_disjoint,3,3,37.292611598968506
external_lung,seed42_main,source_disjoint,3,4,54.04536437988281
external_lung,seed42_main,source_disjoint,3,5,44.23694849014282
external_lung,seed42_main,source_disjoint,3,6,51.067853927612305
external_lung,seed42_main,source_disjoint,3,7,37.15407705307007
external_lung,seed42_main,source_disjoint,3,8,43.891664028167725
external_lung,seed42_main,source_disjoint,3,9,59.4097204208374
external_lung,seed42_main,source_disjoint,3,10,43.35596942901611
external_lung,seed42_main,source_disjoint,3,11,39.95836782455444
external_lung,seed42_main,source_disjoint,3,12,41.288875102996826
external_lung,seed42_main,source_disjoint,3,13,41.80070924758911
external_lung,seed42_main,source_disjoint,3,14,39.13904666900635
external_lung,seed42_main,source_disjoint,3,15,41.94235944747925
external_lung,seed42_main,source_disjoint,3,16,42.78704786300659
external_lung,seed42_main,source_disjoint,3,17,45.59255123138428
external_lung,seed42_main,source_disjoint,3,18,41.049580097198486
external_lung,seed42_main,source_disjoint,3,19,39.386805057525635
external_lung,seed42_main,source_disjoint,7,0,38.443135499954224
external_lung,seed42_main,source_disjoint,7,1,46.44891095161438
external_lung,seed42_main,source_disjoint,7,2,46.74921226501465
external_lung,seed42_main,source_disjoint,7,3,39.97321391105652
external_lung,seed42_main,source_disjoint,7,4,41.45709300041199
external_lung,seed42_main,source_disjoint,7,5,30.803621768951416
external_lung,seed42_main,source_disjoint,7,6,36.094658851623535
external_lung,seed42_main,source_disjoint,7,7,37.012298822402954
external_lung,seed42_main,source_disjoint,7,8,34.38937449455261
external_lung,seed42_main,source_disjoint,7,9,39.3213791847229
external_lung,seed42_main,source_disjoint,7,10,44.400542974472046
external_lung,seed42_main,source_disjoint,7,11,37.21811842918396
external_lung,seed42_main,source_disjoint,7,12,36.71605730056763
external_lung,seed42_main,source_disjoint,7,13,43.57086706161499
external_lung,seed42_main,source_disjoint,7,14,37.12822961807251
external_lung,seed42_main,source_disjoint,7,15,37.04523491859436
external_lung,seed42_main,source_disjoint,7,16,40.45184946060181
external_lung,seed42_main,source_disjoint,7,17,38.47584128379822
external_lung,seed42_main,source_disjoint,7,18,42.15561246871948
external_lung,seed42_main,source_disjoint,7,19,44.38871908187866
external_lung,seed42_main,source_disjoint,11,0,15.109722971916199
external_lung,seed42_main,source_disjoint,11,1,20.307528018951416
external_lung,seed42_main,source_disjoint,11,2,20.207016944885254
external_lung,seed42_main,source_disjoint,11,3,19.110430240631104
external_lung,seed42_main,source_disjoint,11,4,18.56985068321228
external_lung,seed42_main,source_disjoint,11,5,21.049871802330017
external_lung,seed42_main,source_disjoint,11,6,21.776410579681396
external_lung,seed42_main,source_disjoint,11,7,18.96066105365753
external_lung,seed42_main,source_disjoint,11,8,16.73735547065735
external_lung,seed42_main,source_disjoint,11,9,20.998684525489807
external_lung,seed42_main,source_disjoint,11,10,19.71813440322876
external_lung,seed42_main,source_disjoint,11,11,14.381836652755737
external_lung,seed42_main,source_disjoint,11,12,17.674153804779053
external_lung,seed42_main,source_disjoint,11,13,18.345905661582947
external_lung,seed42_main,source_disjoint,11,14,21.788350820541382
external_lung,seed42_main,source_disjoint,11,15,15.491919159889221
external_lung,seed42_main,source_disjoint,11,16,18.677273631095886
external_lung,seed42_main,source_disjoint,11,17,19.100011110305786
external_lung,seed42_main,source_disjoint,11,18,16.910274863243103
external_lung,seed42_main,source_disjoint,11,19,15.956472158432007
external_lung,seed42_main,target_disjoint,0,0,50.13946294784546
external_lung,seed42_main,target_disjoint,0,1,51.21368885040283
external_lung,seed42_main,target_disjoint,0,2,51.392249584198
external_lung,seed42_main,target_disjoint,0,3,50.02278137207031
external_lung,seed42_main,target_disjoint,0,4,47.917622566223145
external_lung,seed42_main,target_disjoint,0,5,72.99152421951294
external_lung,seed42_main,target_disjoint,0,6,60.21669244766235
external_lung,seed42_main,target_disjoint,0,7,41.885709285736084
external_lung,seed42_main,target_disjoint,0,8,65.44462490081787
external_lung,seed42_main,target_disjoint,0,9,54.16092491149902
external_lung,seed42_main,target_disjoint,0,10,63.27410316467285
external_lung,seed42_main,target_disjoint,0,11,45.36851978302002
external_lung,seed42_main,target_disjoint,0,12,40.1213264465332
external_lung,seed42_main,target_disjoint,0,13,55.47378587722778
external_lung,seed42_main,target_disjoint,0,14,55.91724109649658
external_lung,seed42_main,target_disjoint,0,15,58.59171724319458
external_lung,seed42_main,target_disjoint,0,16,63.108160972595215
external_lung,seed42_main,target_disjoint,0,17,50.66369915008545
external_lung,seed42_main,target_disjoint,0,18,50.76575326919556
external_lung,seed42_main,target_disjoint,0,19,58.48632287979126
external_lung,seed42_main,target_disjoint,3,0,45.75870704650879
external_lung,seed42_main,target_disjoint,3,1,47.0385799407959
external_lung,seed42_main,target_disjoint,3,2,48.022125244140625
external_lung,seed42_main,target_disjoint,3,3,42.745896339416504
external_lung,seed42_main,target_disjoint,3,4,43.28873157501221
external_lung,seed42_main,target_disjoint,3,5,40.60684633255005
external_lung,seed42_main,target_disjoint,3,6,45.0467734336853
external_lung,seed42_main,target_disjoint,3,7,39.30916404724121
external_lung,seed42_main,target_disjoint,3,8,44.34240102767944
external_lung,seed42_main,target_disjoint,3,9,49.01932096481323
external_lung,seed42_main,target_disjoint,3,10,34.476468086242676
external_lung,seed42_main,target_disjoint,3,11,42.88628911972046
external_lung,seed42_main,target_disjoint,3,12,41.43439245223999
external_lung,seed42_main,target_disjoint,3,13,47.507389545440674
external_lung,seed42_main,target_disjoint,3,14,45.514217376708984
external_lung,seed42_main,target_disjoint,3,15,35.55771827697754
external_lung,seed42_main,target_disjoint,3,16,41.56493806838989
external_lung,seed42_main,target_disjoint,3,17,36.60729503631592
external_lung,seed42_main,target_disjoint,3,18,44.00779914855957
external_lung,seed42_main,target_disjoint,3,19,50.05511999130249
external_lung,seed42_main,target_disjoint,7,0,41.935954570770264
external_lung,seed42_main,target_disjoint,7,1,30.007728576660156
external_lung,seed42_main,target_disjoint,7,2,26.19220995903015
external_lung,seed42_main,target_disjoint,7,3,36.26428437232971
external_lung,seed42_main,target_disjoint,7,4,33.37498879432678
external_lung,seed42_main,target_disjoint,7,5,39.47359371185303
external_lung,seed42_main,target_disjoint,7,6,36.424819231033325
external_lung,seed42_main,target_disjoint,7,7,45.43106031417847
external_lung,seed42_main,target_disjoint,7,8,30.44083857536316
external_lung,seed42_main,target_disjoint,7,9,34.58248782157898
external_lung,seed42_main,target_disjoint,7,10,37.37477993965149
external_lung,seed42_main,target_disjoint,7,11,38.48377728462219
external_lung,seed42_main,target_disjoint,7,12,37.31489133834839
external_lung,seed42_main,target_disjoint,7,13,33.88380527496338
external_lung,seed42_main,target_disjoint,7,14,28.083181381225586
external_lung,seed42_main,target_disjoint,7,15,49.13235378265381
external_lung,seed42_main,target_disjoint,7,16,35.29784798622131
external_lung,seed42_main,target_disjoint,7,17,42.75075340270996
external_lung,seed42_main,target_disjoint,7,18,27.30562949180603
external_lung,seed42_main,target_disjoint,7,19,44.07623243331909
external_lung,seed42_main,target_disjoint,11,0,14.496788382530212
external_lung,seed42_main,target_disjoint,11,1,19.22008764743805
external_lung,seed42_main,target_disjoint,11,2,15.094932913780212
external_lung,seed42_main,target_disjoint,11,3,16.186550855636597
external_lung,seed42_main,target_disjoint,11,4,17.678733706474304
external_lung,seed42_main,target_disjoint,11,5,18.407240867614746
external_lung,seed42_main,target_disjoint,11,6,19.984572887420654
