hypothesis_id,domain,seed_tag,split_regime,layer,n_edges_eval,n_positive_eval,auc_base_transfer,auc_disagreement_gated_transfer,delta_vs_h70,q95_null_delta_auc,null_gap_q95,p_disagreement_upper,p_mapping_upper,p_label_upper,p_best_upper,mean_disagreement,high_disagreement_frac
H119,external_lung,seed42_main,source_disjoint,11,300,128,0.8871729651162791,0.876953125,-0.010219840116279078,0.037961028343023256,-0.048180868459302334,0.6923076923076923,0.8461538461538461,0.46153846153846156,0.46153846153846156,2.2554682820276324,0.33666666666666667
H119,external_lung,seed42_main,target_disjoint,11,300,186,0.8324372759856631,0.8338049424636862,0.0013676664780231107,0.0042680626296925095,-0.002900396151669399,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.07692307692307693,2.1650359344880736,0.33666666666666667
H119,immune,seed42_main,source_disjoint,11,300,73,0.8784020276386457,0.8741777804598394,-0.004224247178806317,0.013638283748717589,-0.017862530927523906,0.6923076923076923,0.8461538461538461,0.6153846153846154,0.6153846153846154,2.243296504248373,0.33666666666666667
H119,immune,seed42_main,target_disjoint,11,300,73,0.8599963792167039,0.8774968318146159,0.017500452597911997,0.019522056604912214,-0.002021604007000216,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.07692307692307693,2.2003687775618923,0.33666666666666667
H119,lung,seed42_main,source_disjoint,11,300,134,0.8605017083258407,0.8462506743391476,-0.01425103398669314,0.02628798777198349,-0.04053902175867663,0.6923076923076923,1.0,0.9230769230769231,0.6923076923076923,2.321112936039926,0.33666666666666667
H119,lung,seed42_main,target_disjoint,11,300,176,0.843658357771261,0.857083944281525,0.013425586510264043,0.008557093108504416,0.004868493401759627,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,2.2189425556376396,0.33666666666666667
