domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,3,0.10236713299896423,0.004854285903973553,1.0,0.6666666666666666,0.025595975691423425
external_lung,target_disjoint,3,0.10927700203121789,-0.0037058920060654885,1.0,0.0,0.025595975691423425
immune,source_disjoint,3,0.0676129219255623,-0.0012722466972831595,1.0,0.3333333333333333,0.025595975691423425
immune,target_disjoint,3,0.06884991191390681,0.00504454069002194,1.0,0.3333333333333333,0.025595975691423425
lung,source_disjoint,3,0.14173764829346155,-0.0008343021330305308,1.0,0.3333333333333333,0.025595975691423425
lung,target_disjoint,3,0.10326548527345569,0.00021869015738680553,1.0,0.3333333333333333,0.025595975691423425
