domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,0.046747826086956545,-0.01810086956521739,1.0,0.0,0.06659813771200541
external_lung,target_disjoint,2,0.04779097756036971,0.008691474493361396,1.0,1.0,0.06659813771200541
immune,source_disjoint,2,0.014861111111111047,-0.060023148148148145,1.0,0.0,0.06659813771200541
immune,target_disjoint,2,0.04513888888888906,0.013399305555555671,1.0,0.5,0.06659813771200541
lung,source_disjoint,2,0.0450725744843391,-0.019129800680602948,1.0,0.0,0.06659813771200541
lung,target_disjoint,2,0.03162797686124258,0.012889715273082447,1.0,1.0,0.06659813771200541
